Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Basics of Changing Speech,17,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",went,will,have,has,A,Use correct tense and form in narration.,10
Basics of Changing Speech,18,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",have,doing,does,went,D,Use correct tense and form in narration.,9
Basics of Changing Speech,19,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said that she is hungry.,She said she will be hungry.,She said she has been hungry.,She said she was hungry.,D,Change present tense to past tense in indirect speech.,10
Basics of Changing Speech,20,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",done,does,went,doing,C,Use correct tense and form in narration.,4
Basics of Changing Speech,21,"Find the error and choose the correct sentence:
Direct: She said, 'I am going.' Indirect: She said that she is going.",She said that she was going.,Cannot say,No error,"Direct: She said, 'I am going.' Indirect: She said that she is going.",A,Correct narration tense and pronoun changes needed.,4
Basics of Changing Speech,22,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said that she is hungry.,She said she will be hungry.,She said she was hungry.,She said she has been hungry.,C,Change present tense to past tense in indirect speech.,1
Basics of Changing Speech,23,"Direct: 'I will come,' he said. Indirect?",He said he is coming.,He said he comes.,He said he would come.,He said he will come.,C,Future 'will' changes to 'would' in indirect speech.,9
Basics of Changing Speech,24,"Fill in the blank: Convert to indirect speech: She said, 'I will help you.' -> She said that she _____ (help) me.",have,has,would help,done,C,Use correct tense and form in narration.,9
Basics of Changing Speech,25,"Find the error and choose the correct sentence:
Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",He told me to do my homework.,No error,"Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",Cannot say,A,Correct narration tense and pronoun changes needed.,6
Basics of Changing Speech,26,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",Cannot say,No error,He said he would come.,"Direct: 'I will come,' he said. Indirect: He said he will come.",C,Correct narration tense and pronoun changes needed.,3
Basics of Changing Speech,27,"Direct: He said, 'I can do it.' Indirect?",He said he can do it.,He said he could do it.,He said he will do it.,He said he did it.,B,Modal 'can' changes to 'could' in indirect speech.,5
Basics of Changing Speech,28,"Find the error and choose the correct sentence:
Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",No error,She said she had done her work.,Cannot say,"Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",B,Correct narration tense and pronoun changes needed.,9
Basics of Changing Speech,29,"Find the error and choose the correct sentence:
Direct: She said, 'I am going.' Indirect: She said that she is going.",Cannot say,She said that she was going.,No error,"Direct: She said, 'I am going.' Indirect: She said that she is going.",B,Correct narration tense and pronoun changes needed.,8
Basics of Changing Speech,30,"Find the error and choose the correct sentence:
Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",He told me to do my homework.,"Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",No error,Cannot say,A,Correct narration tense and pronoun changes needed.,5
Basics of Changing Speech,31,Fill in the blank: Indirect speech: She said that she _____ (not/like) ice cream.,did not like,doing,will,have,A,Use correct tense and form in narration.,2
Basics of Changing Speech,32,"Direct: 'I will come,' he said. Indirect?",He said he is coming.,He said he comes.,He said he will come.,He said he would come.,D,Future 'will' changes to 'would' in indirect speech.,2
Basics of Changing Speech,33,"Direct: 'Do your work,' he said. Indirect?",He told me do my work.,He said me to do my work.,He told to do his work.,He told me to do my work.,D,'Tell' is used with object + infinitive.,10
Basics of Changing Speech,34,"Find the error and choose the correct sentence:
Direct: He said, 'I can swim.' Indirect: He said he can swim.",No error,"Direct: He said, 'I can swim.' Indirect: He said he can swim.",He said he could swim.,Cannot say,C,Correct narration tense and pronoun changes needed.,6
Basics of Changing Speech,35,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,Cannot say,No error,"Direct: 'I will come,' he said. Indirect: He said he will come.",A,Correct narration tense and pronoun changes needed.,5
Basics of Changing Speech,36,"Find the error and choose the correct sentence:
Direct: He said, 'I can swim.' Indirect: He said he can swim.","Direct: He said, 'I can swim.' Indirect: He said he can swim.",No error,He said he could swim.,Cannot say,C,Correct narration tense and pronoun changes needed.,8
Basics of Changing Speech,37,"Fill in the blank: Convert to indirect speech: She said, 'I will help you.' -> She said that she _____ (help) me.",doing,does,done,would help,D,Use correct tense and form in narration.,9
Basics of Changing Speech,38,"Fill in the blank: Convert to indirect speech: She said, 'I will help you.' -> She said that she _____ (help) me.",does,would help,doing,did,B,Use correct tense and form in narration.,5
Basics of Changing Speech,39,"Find the error and choose the correct sentence:
Direct: He said, 'I can swim.' Indirect: He said he can swim.",Cannot say,He said he could swim.,No error,"Direct: He said, 'I can swim.' Indirect: He said he can swim.",B,Correct narration tense and pronoun changes needed.,7
Basics of Changing Speech,40,"Direct: She said, 'I have finished my work.' Indirect?",She said she will finish her work.,She said she has finished her work.,She said she finished her work.,She said she had finished her work.,D,Present perfect changes to past perfect.,2
Basics of Changing Speech,41,"Direct: 'Do your work,' he said. Indirect?",He said me to do my work.,He told to do his work.,He told me do my work.,He told me to do my work.,D,'Tell' is used with object + infinitive.,7
Basics of Changing Speech,42,"Find the error and choose the correct sentence:
Direct: She said, 'I have done my work.' Indirect: She said she has done her work.","Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",Cannot say,No error,She said she had done her work.,D,Correct narration tense and pronoun changes needed.,7
Basics of Changing Speech,43,"Fill in the blank: Direct: 'We are playing,' they said. Indirect: They said they _____ (play).",do,were playing,did,have,B,Use correct tense and form in narration.,8
Basics of Changing Speech,44,Fill in the blank: Indirect speech: She said that she _____ (not/like) ice cream.,will,did not like,done,doing,B,Use correct tense and form in narration.,5
Basics of Changing Speech,45,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",Cannot say,"Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,No error,C,Correct narration tense and pronoun changes needed.,6
Basics of Changing Speech,46,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said she has been hungry.,She said she will be hungry.,She said she was hungry.,She said that she is hungry.,C,Change present tense to past tense in indirect speech.,7
Basics of Changing Speech,47,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said she has been hungry.,She said she was hungry.,She said that she is hungry.,She said she will be hungry.,B,Change present tense to past tense in indirect speech.,9
Basics of Changing Speech,48,"Fill in the blank: Direct: 'I have seen the movie,' he said. Indirect: He said that he _____ (see) the movie.",will,had seen,doing,done,B,Use correct tense and form in narration.,3
Basics of Changing Speech,49,"Direct: He said, 'I can do it.' Indirect?",He said he could do it.,He said he can do it.,He said he will do it.,He said he did it.,A,Modal 'can' changes to 'could' in indirect speech.,8
Basics of Changing Speech,50,"Find the error and choose the correct sentence:
Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",Cannot say,She said she had done her work.,No error,"Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",B,Correct narration tense and pronoun changes needed.,2
Basics of Changing Speech,51,"Direct: 'I will come,' he said. Indirect?",He said he comes.,He said he will come.,He said he would come.,He said he is coming.,C,Future 'will' changes to 'would' in indirect speech.,3
Basics of Changing Speech,52,"Direct: 'Do your work,' he said. Indirect?",He told me do my work.,He said me to do my work.,He told me to do my work.,He told to do his work.,C,'Tell' is used with object + infinitive.,3
Basics of Changing Speech,53,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said she has been hungry.,She said she was hungry.,She said that she is hungry.,She said she will be hungry.,B,Change present tense to past tense in indirect speech.,4
Basics of Changing Speech,54,"Fill in the blank: Direct: 'We are playing,' they said. Indirect: They said they _____ (play).",does,done,have,were playing,D,Use correct tense and form in narration.,7
Basics of Changing Speech,55,"Find the error and choose the correct sentence:
Direct: He said, 'I can swim.' Indirect: He said he can swim.","Direct: He said, 'I can swim.' Indirect: He said he can swim.",Cannot say,He said he could swim.,No error,C,Correct narration tense and pronoun changes needed.,7
Basics of Changing Speech,56,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",did,went,do,will,B,Use correct tense and form in narration.,9
Basics of Changing Speech,57,"Direct: 'Do your work,' he said. Indirect?",He told me do my work.,He told me to do my work.,He told to do his work.,He said me to do my work.,B,'Tell' is used with object + infinitive.,10
Basics of Changing Speech,58,"Direct: She said, 'I have finished my work.' Indirect?",She said she finished her work.,She said she had finished her work.,She said she has finished her work.,She said she will finish her work.,B,Present perfect changes to past perfect.,9
Basics of Changing Speech,59,"Direct: She said, 'I have finished my work.' Indirect?",She said she will finish her work.,She said she had finished her work.,She said she has finished her work.,She said she finished her work.,B,Present perfect changes to past perfect.,8
Basics of Changing Speech,60,"Direct: She said, 'I have finished my work.' Indirect?",She said she had finished her work.,She said she has finished her work.,She said she will finish her work.,She said she finished her work.,A,Present perfect changes to past perfect.,1
Basics of Changing Speech,61,"Direct: 'I will come,' he said. Indirect?",He said he will come.,He said he would come.,He said he comes.,He said he is coming.,B,Future 'will' changes to 'would' in indirect speech.,10
Basics of Changing Speech,62,"Direct: He said, 'I can do it.' Indirect?",He said he can do it.,He said he did it.,He said he could do it.,He said he will do it.,C,Modal 'can' changes to 'could' in indirect speech.,8
Basics of Changing Speech,63,"Find the error and choose the correct sentence:
Direct: He said, 'I can swim.' Indirect: He said he can swim.",No error,Cannot say,He said he could swim.,"Direct: He said, 'I can swim.' Indirect: He said he can swim.",C,Correct narration tense and pronoun changes needed.,4
Basics of Changing Speech,64,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",No error,Cannot say,He said he would come.,"Direct: 'I will come,' he said. Indirect: He said he will come.",C,Correct narration tense and pronoun changes needed.,5
Basics of Changing Speech,65,"Fill in the blank: Direct: 'We are playing,' they said. Indirect: They said they _____ (play).",were playing,will,has,do,A,Use correct tense and form in narration.,4
Basics of Changing Speech,66,"Direct: 'Do your work,' he said. Indirect?",He said me to do my work.,He told me to do my work.,He told me do my work.,He told to do his work.,B,'Tell' is used with object + infinitive.,3
Basics of Changing Speech,67,"Direct: She said, 'I have finished my work.' Indirect?",She said she had finished her work.,She said she has finished her work.,She said she finished her work.,She said she will finish her work.,A,Present perfect changes to past perfect.,5
Basics of Changing Speech,68,"Direct: 'I will come,' he said. Indirect?",He said he will come.,He said he would come.,He said he is coming.,He said he comes.,B,Future 'will' changes to 'would' in indirect speech.,6
Basics of Changing Speech,69,"Fill in the blank: Direct: 'We are playing,' they said. Indirect: They said they _____ (play).",does,did,done,were playing,D,Use correct tense and form in narration.,10
Basics of Changing Speech,70,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said that she is hungry.,She said she was hungry.,She said she has been hungry.,She said she will be hungry.,B,Change present tense to past tense in indirect speech.,8
Basics of Changing Speech,71,"Direct: 'Do your work,' he said. Indirect?",He told me to do my work.,He told me do my work.,He said me to do my work.,He told to do his work.,A,'Tell' is used with object + infinitive.,6
Basics of Changing Speech,72,"Direct: He said, 'I can do it.' Indirect?",He said he did it.,He said he can do it.,He said he will do it.,He said he could do it.,D,Modal 'can' changes to 'could' in indirect speech.,8
Basics of Changing Speech,73,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",doing,has,went,have,C,Use correct tense and form in narration.,1
Basics of Changing Speech,74,"Direct: He said, 'I can do it.' Indirect?",He said he will do it.,He said he did it.,He said he could do it.,He said he can do it.,C,Modal 'can' changes to 'could' in indirect speech.,10
Basics of Changing Speech,75,"Find the error and choose the correct sentence:
Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",She said she had done her work.,No error,Cannot say,"Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",A,Correct narration tense and pronoun changes needed.,4
Basics of Changing Speech,76,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",has,does,done,went,D,Use correct tense and form in narration.,1
Basics of Changing Speech,77,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",doing,does,did,went,D,Use correct tense and form in narration.,7
Basics of Changing Speech,78,"Direct: 'Do your work,' he said. Indirect?",He said me to do my work.,He told me to do my work.,He told me do my work.,He told to do his work.,B,'Tell' is used with object + infinitive.,3
Basics of Changing Speech,79,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,No error,"Direct: 'I will come,' he said. Indirect: He said he will come.",Cannot say,A,Correct narration tense and pronoun changes needed.,1
Basics of Changing Speech,80,"Fill in the blank: Convert to indirect speech: She said, 'I will help you.' -> She said that she _____ (help) me.",would help,will,doing,have,A,Use correct tense and form in narration.,3
Basics of Changing Speech,81,"Find the error and choose the correct sentence:
Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",She said she had done her work.,Cannot say,No error,"Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",A,Correct narration tense and pronoun changes needed.,1
Basics of Changing Speech,82,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",do,has,done,went,D,Use correct tense and form in narration.,4
Basics of Changing Speech,83,"Find the error and choose the correct sentence:
Direct: She said, 'I am going.' Indirect: She said that she is going.",She said that she was going.,No error,Cannot say,"Direct: She said, 'I am going.' Indirect: She said that she is going.",A,Correct narration tense and pronoun changes needed.,1
Basics of Changing Speech,84,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",have,doing,went,done,C,Use correct tense and form in narration.,9
Basics of Changing Speech,85,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said she has been hungry.,She said that she is hungry.,She said she will be hungry.,She said she was hungry.,D,Change present tense to past tense in indirect speech.,9
Basics of Changing Speech,86,"Find the error and choose the correct sentence:
Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",Cannot say,"Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",No error,He told me to do my homework.,D,Correct narration tense and pronoun changes needed.,1
Basics of Changing Speech,87,"Direct: He said, 'I can do it.' Indirect?",He said he can do it.,He said he could do it.,He said he did it.,He said he will do it.,B,Modal 'can' changes to 'could' in indirect speech.,1
Basics of Changing Speech,88,"Fill in the blank: Direct: 'I have seen the movie,' he said. Indirect: He said that he _____ (see) the movie.",had seen,will,has,did,A,Use correct tense and form in narration.,10
Basics of Changing Speech,89,"Fill in the blank: Convert to indirect speech: She said, 'I will help you.' -> She said that she _____ (help) me.",would help,do,doing,does,A,Use correct tense and form in narration.,5
Basics of Changing Speech,90,"Fill in the blank: Convert to indirect speech: She said, 'I will help you.' -> She said that she _____ (help) me.",done,have,would help,will,C,Use correct tense and form in narration.,10
Basics of Changing Speech,91,"Direct: 'Do your work,' he said. Indirect?",He told me to do my work.,He told to do his work.,He said me to do my work.,He told me do my work.,A,'Tell' is used with object + infinitive.,3
Basics of Changing Speech,92,"Find the error and choose the correct sentence:
Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",He told me to do my homework.,No error,Cannot say,"Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",A,Correct narration tense and pronoun changes needed.,8
Basics of Changing Speech,93,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",do,did,went,done,C,Use correct tense and form in narration.,4
Basics of Changing Speech,94,"Fill in the blank: Direct: 'We are playing,' they said. Indirect: They said they _____ (play).",were playing,did,has,does,A,Use correct tense and form in narration.,3
Basics of Changing Speech,95,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",Cannot say,He said he would come.,"Direct: 'I will come,' he said. Indirect: He said he will come.",No error,B,Correct narration tense and pronoun changes needed.,9
Basics of Changing Speech,96,"Fill in the blank: Direct: 'I have seen the movie,' he said. Indirect: He said that he _____ (see) the movie.",do,had seen,has,doing,B,Use correct tense and form in narration.,1
Basics of Changing Speech,97,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",No error,"Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,Cannot say,C,Correct narration tense and pronoun changes needed.,1
Basics of Changing Speech,98,"Fill in the blank: Direct: 'We are playing,' they said. Indirect: They said they _____ (play).",has,done,were playing,have,C,Use correct tense and form in narration.,6
Basics of Changing Speech,99,"Direct: He said, 'I can do it.' Indirect?",He said he can do it.,He said he did it.,He said he could do it.,He said he will do it.,C,Modal 'can' changes to 'could' in indirect speech.,1
Basics of Changing Speech,100,"Direct: 'Do your work,' he said. Indirect?",He told to do his work.,He said me to do my work.,He told me to do my work.,He told me do my work.,C,'Tell' is used with object + infinitive.,2
Basics of Changing Speech,101,"Direct: He said, 'I can do it.' Indirect?",He said he did it.,He said he could do it.,He said he will do it.,He said he can do it.,B,Modal 'can' changes to 'could' in indirect speech.,6
Basics of Changing Speech,102,"Find the error and choose the correct sentence:
Direct: She said, 'I have done my work.' Indirect: She said she has done her work.","Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",Cannot say,No error,She said she had done her work.,D,Correct narration tense and pronoun changes needed.,7
Basics of Changing Speech,103,"Direct: He said, 'I can do it.' Indirect?",He said he could do it.,He said he can do it.,He said he will do it.,He said he did it.,A,Modal 'can' changes to 'could' in indirect speech.,3
Basics of Changing Speech,104,Fill in the blank: Indirect speech: She said that she _____ (not/like) ice cream.,did not like,doing,did,done,A,Use correct tense and form in narration.,6
Basics of Changing Speech,105,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.","Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,No error,Cannot say,B,Correct narration tense and pronoun changes needed.,4
Basics of Changing Speech,106,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",do,did,went,have,C,Use correct tense and form in narration.,5
Basics of Changing Speech,107,Fill in the blank: Indirect speech: She said that she _____ (not/like) ice cream.,will,did not like,has,have,B,Use correct tense and form in narration.,5
Basics of Changing Speech,108,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,"Direct: 'I will come,' he said. Indirect: He said he will come.",No error,Cannot say,A,Correct narration tense and pronoun changes needed.,2
Basics of Changing Speech,109,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,"Direct: 'I will come,' he said. Indirect: He said he will come.",No error,Cannot say,A,Correct narration tense and pronoun changes needed.,2
Basics of Changing Speech,110,"Fill in the blank: Direct: 'We are playing,' they said. Indirect: They said they _____ (play).",does,were playing,doing,have,B,Use correct tense and form in narration.,3
Basics of Changing Speech,111,"Find the error and choose the correct sentence:
Direct: She said, 'I have done my work.' Indirect: She said she has done her work.","Direct: She said, 'I have done my work.' Indirect: She said she has done her work.",Cannot say,No error,She said she had done her work.,D,Correct narration tense and pronoun changes needed.,2
Basics of Changing Speech,112,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,"Direct: 'I will come,' he said. Indirect: He said he will come.",Cannot say,No error,A,Correct narration tense and pronoun changes needed.,10
Basics of Changing Speech,113,"Find the error and choose the correct sentence:
Direct: He said, 'I can swim.' Indirect: He said he can swim.",No error,He said he could swim.,Cannot say,"Direct: He said, 'I can swim.' Indirect: He said he can swim.",B,Correct narration tense and pronoun changes needed.,5
Basics of Changing Speech,114,"Find the error and choose the correct sentence:
Direct: She said, 'I am going.' Indirect: She said that she is going.",She said that she was going.,No error,"Direct: She said, 'I am going.' Indirect: She said that she is going.",Cannot say,A,Correct narration tense and pronoun changes needed.,2
Basics of Changing Speech,115,"Fill in the blank: Direct: 'I have seen the movie,' he said. Indirect: He said that he _____ (see) the movie.",done,does,had seen,will,C,Use correct tense and form in narration.,2
Basics of Changing Speech,116,"Find the error and choose the correct sentence:
Direct: He said, 'I can swim.' Indirect: He said he can swim.","Direct: He said, 'I can swim.' Indirect: He said he can swim.",No error,Cannot say,He said he could swim.,D,Correct narration tense and pronoun changes needed.,7
Basics of Changing Speech,117,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said she was hungry.,She said she will be hungry.,She said that she is hungry.,She said she has been hungry.,A,Change present tense to past tense in indirect speech.,4
Basics of Changing Speech,118,"Fill in the blank: Convert to indirect speech: He said, 'I _____ (go) to school.'",did,went,have,does,B,Use correct tense and form in narration.,2
Basics of Changing Speech,119,"Direct: He said, 'I can do it.' Indirect?",He said he will do it.,He said he did it.,He said he could do it.,He said he can do it.,C,Modal 'can' changes to 'could' in indirect speech.,3
Basics of Changing Speech,120,"Direct speech: She said, 'I am hungry.' What is the indirect speech?",She said she will be hungry.,She said she was hungry.,She said she has been hungry.,She said that she is hungry.,B,Change present tense to past tense in indirect speech.,9
Basics of Changing Speech,121,Fill in the blank: Indirect speech: She said that she _____ (not/like) ice cream.,do,did not like,has,does,B,Use correct tense and form in narration.,7
Basics of Changing Speech,122,"Find the error and choose the correct sentence:
Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",Cannot say,"Direct: 'Do your homework,' he said. Indirect: He said me to do my homework.",He told me to do my homework.,No error,C,Correct narration tense and pronoun changes needed.,1
Basics of Changing Speech,123,"Fill in the blank: Direct: 'We are playing,' they said. Indirect: They said they _____ (play).",will,were playing,done,doing,B,Use correct tense and form in narration.,2
Basics of Changing Speech,124,"Find the error and choose the correct sentence:
Direct: 'I will come,' he said. Indirect: He said he will come.",Cannot say,No error,"Direct: 'I will come,' he said. Indirect: He said he will come.",He said he would come.,D,Correct narration tense and pronoun changes needed.,10
Basics of Changing Speech,125,"Direct: 'I will come,' he said. Indirect?",He said he will come.,He said he is coming.,He said he would come.,He said he comes.,C,Future 'will' changes to 'would' in indirect speech.,6
Passage Narration,126,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",does,done,will,saw,D,Use correct tense and form in narration.,2
Passage Narration,127,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",have,saw,done,did,B,Use correct tense and form in narration.,10
Passage Narration,128,"In narration, 'I am coming' becomes?",He says he was coming,He said he was coming,He said he is coming,He said I am coming,B,Present continuous changes to past continuous.,4
Passage Narration,129,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",has,does,saw,did,C,Use correct tense and form in narration.,8
Passage Narration,130,What is the first step in passage narration?,Memorizing the passage,Reading the passage carefully,Ignoring difficult words,Writing the passage,B,Understanding the passage is essential before narration.,6
Passage Narration,131,"While narrating, pronouns should be changed to?",Match the subject,Match the narrator,Change randomly,Remain the same,A,Pronouns change to suit the narration perspective.,7
Passage Narration,132,What is the first step in passage narration?,Writing the passage,Reading the passage carefully,Ignoring difficult words,Memorizing the passage,B,Understanding the passage is essential before narration.,10
Passage Narration,133,"While narrating, pronouns should be changed to?",Match the subject,Change randomly,Match the narrator,Remain the same,A,Pronouns change to suit the narration perspective.,5
Passage Narration,134,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",saw,doing,done,did,A,Use correct tense and form in narration.,7
Passage Narration,135,"In narration, 'I am coming' becomes?",He says he was coming,He said he is coming,He said he was coming,He said I am coming,C,Present continuous changes to past continuous.,5
Passage Narration,136,"Find the error and choose the correct sentence:
Narrate: They said, 'We are going.' Narration: They said we were going.",They said they were going.,No error,"Narrate: They said, 'We are going.' Narration: They said we were going.",Cannot say,A,Correct narration tense and pronoun changes needed.,6
Passage Narration,137,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",had,do,has,done,A,Use correct tense and form in narration.,2
Passage Narration,138,"Fill in the blank: Narrate: He said, 'I _____ (see) a bird.'",does,saw,do,have,B,Use correct tense and form in narration.,1
Passage Narration,139,"Find the error and choose the correct sentence:
Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",He said he was hungry.,"Narrate: He said, 'I am hungry.' Narration: He said he is hungry.",Cannot say,No error,A,Correct narration tense and pronoun changes needed.,6
Passage Narration,140,"Fill in the blank: Narrate: She said, 'I _____ (have) finished my work.'",done,has,have,had,D,Use correct tense and form in narration.,4
Passage Narration,141,"In passage narration, if the passage is in past tense, narration should be in?",Present tense,Past tense,Future tense,Any tense,B,Maintain tense consistency with passage.,1
Passage Narration,142,"In narration, 'I am coming' becomes?",He says he was coming,He said he was coming,He said I am coming,He said he is coming,B,Present continuous changes to past continuous.,1
Passage Narration,143,"Find the error and choose the correct sentence:
Narrate: She said, 'I have finished.' Narration: She said she has finished.",No error,"Narrate: She said, 'I have finished.' Narration: She said she has finished.",Cannot say,She said she had finished.,D,Correct narration tense and pronoun changes needed.,8
