Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Number,27,Choose the correct plural form: The ___ are in the field.,cowes,cows,cowies,cowen,B,Cow forms its plural by adding s.,2
Number,28,Which sentence uses the correct plural form?,The bookes are on the table.,The books are on the table.,The bookies are on the table.,The book are on the table.,B,Book forms its plural by adding s.,3
Number,29,Fill in the blank: The ___ of the story were exciting.,plots,plottes,plotes,plotses,A,Plot forms its plural by adding s.,4
Number,30,What is the plural form of 'leaf'?,leafs,leaves,leafes,leavies,B,Leaf forms its plural by changing f to ves.,5
Number,31,Which noun is correctly pluralized?,dishs,dishes,dishies,dishen,B,Dish forms its plural by adding es.,6
Number,32,Choose the correct plural form: The ___ were barking.,dogs,doges,dogies,doggen,A,Dog forms its plural by adding s.,7
Number,33,"In the sentence: The crises affected the economy, what is the plural form of 'crisis'?",crisises,crises,crisies,crisis,B,Crisis forms its plural as crises.,8
Number,34,Which sentence uses the correct plural form?,The mouses ran away.,The mice ran away.,The mouse ran away.,The mices ran away.,B,Mouse forms its plural as mice.,9
Number,35,What is the plural form of 'man-of-war'?,man-of-wars,men-of-wars,men-of-war,mans-of-war,C,"The compound noun man-of-war pluralizes the main noun, man, to men.",10
Number,36,Fill in the blank: The ___ are in the zoo.,lion,lions,liones,lionies,B,Lion forms its plural by adding s.,2
Number,37,Which noun is correctly pluralized?,babys,babies,babie,babyes,B,Baby forms its plural by changing y to ies.,3
Number,38,Choose the correct plural form: The ___ were flying.,birds,birdes,birdies,birden,A,Bird forms its plural by adding s.,4
Number,39,What is the plural form of 'wife'?,wifes,wives,wifees,wifies,B,Wife forms its plural by changing f to ves.,5
Number,40,Which sentence uses the correct plural form?,The tooths hurt.,The teeth hurt.,The teethes hurt.,The tooth hurt.,B,Tooth forms its plural as teeth.,6
Number,41,Fill in the blank: The ___ of the book are torn.,pages,pagees,pagies,pageses,A,Page forms its plural by adding s.,7
Number,42,Which noun is correctly pluralized?,thesis,theses,thesises,thesies,B,Thesis forms its plural as theses.,8
Number,43,Choose the correct plural form: The ___ were grazing.,sheeps,sheep,sheepes,sheepies,B,Sheep is the same in singular and plural.,9
Number,44,What is the plural form of 'goose'?,gooses,geese,goosies,goosen,B,Goose forms its plural as geese.,10
Number,45,Which sentence uses the correct plural form?,The womans worked hard.,The woman worked hard.,The women worked hard.,The womane worked hard.,C,Woman forms its plural as women.,3
Number,46,Fill in the blank: The ___ of the class are present.,students,studentes,studenties,studentses,A,Student forms its plural by adding s.,4
Number,47,Which noun is correctly pluralized?,citys,cities,citie,cityes,B,City forms its plural by changing y to ies.,5
Number,48,Choose the correct plural form: The ___ were singing.,choirs,choires,choiries,choiren,A,Choir forms its plural by adding s.,6
Number,49,What is the plural form of 'calf'?,calfs,calves,calfes,calfies,B,Calf forms its plural by changing f to ves.,7
Number,50,Which sentence uses the correct plural form?,The basis of the argument are weak.,The bases of the arguments are weak.,The basises of the argument are weak.,The base of the arguments are weak.,B,Basis forms its plural as bases. Argument forms its plural as arguments.,8
Gender,51,What gender does the noun 'king' denote?,Feminine,Masculine,Common,Neuter,B,King refers to a male person.,1
Gender,52,Choose the feminine form of 'actor'.,actress,actres,acter,actrice,A,The feminine form of actor is actress.,2
Gender,53,Which noun is of common gender?,lion,lioness,student,table,C,A common gender noun refers to both male and female. Student fits this.,3
Gender,54,Correct the pronoun error: My sister is a doctor. He works hard.,She,It,They,No change,A,"Sister is feminine, so he should be she.",4
Gender,55,Which noun is neuter gender?,professor,book,queen,brother,B,Neuter gender nouns denote inanimate objects. Book is inanimate.,5
Gender,56,What gender does the noun 'goddess' denote?,Masculine,Feminine,Common,Neuter,B,Goddess refers to a female deity.,6
Gender,57,Choose the feminine form of 'drake'.,duck,drakess,drakette,drace,A,The feminine form of drake is duck.,7
Gender,58,Which noun is of common gender?,uncle,aunt,doctor,pen,C,A common gender noun refers to both male and female. Doctor fits this.,8
Gender,59,Correct the pronoun error: The dog is loyal. She guards the house.,He,It,They,No change,B,"Dog is typically neuter unless gender is specified, so she should be it.",9
Gender,60,Which noun is neuter gender?,minister,camera,gander,goose,B,Neuter gender nouns denote inanimate objects. Camera is inanimate.,10
Gender,61,What gender does the noun 'prince' denote?,Feminine,Masculine,Common,Neuter,B,Prince refers to a male person.,2
Gender,62,Choose the feminine form of 'lord'.,lady,lordess,lordette,lorde,A,The feminine form of lord is lady.,3
Gender,63,Which noun is of common gender?,stag,doe,sibling,bed,C,A common gender noun refers to both male and female. Sibling fits this.,4
Gender,64,Correct the pronoun error: My aunt is kind. He helps everyone.,She,It,They,No change,A,"Aunt is feminine, so he should be she.",5
Gender,65,Which noun is neuter gender?,policewoman,dress,policeman,policeperson,B,Neuter gender nouns denote inanimate objects. Dress is inanimate.,6
Gender,66,What gender does the noun 'hostess' denote?,Masculine,Feminine,Common,Neuter,B,Hostess refers to a female person.,7
Gender,67,Choose the feminine form of 'bull'.,cow,bulless,bullette,bulla,A,The feminine form of bull is cow.,8
Gender,68,Which noun is of common gender?,god,goddess,professor,flower,C,A common gender noun refers to both male and female. Professor fits this.,9
Gender,69,Correct the pronoun error: The table is new. He is shiny.,She,It,They,No change,B,"Table is neuter, so he should be it.",10
Gender,70,Which noun is neuter gender?,lion,bird,chair,lioness,C,Neuter gender nouns denote inanimate objects. Chair is inanimate.,3
Gender,71,What gender does the noun 'emperor' denote?,Feminine,Masculine,Common,Neuter,B,Emperor refers to a male person.,4
Gender,72,Choose the feminine form of 'fox'.,vixen,foxess,foxette,foxa,A,The feminine form of fox is vixen.,5
Gender,73,Which noun is of common gender?,brother,sister,parent,pillow,C,A common gender noun refers to both male and female. Parent fits this.,6
Gender,74,Correct the pronoun error: My cousin is talented. He sings well.,She,It,They,No change,C,"Cousin is common gender, so he should be they to be gender-neutral.",7
Gender,75,Which noun is neuter gender?,guest,principal,office,host,C,Neuter gender nouns denote inanimate objects. Office is inanimate.,8
Possessives and Appositives,76,Choose the correct possessive form: This is ___ book.,Salma's,Salmas,Salma,Salmas',A,Singular noun Salma takes 's for possessive.,1
Possessives and Appositives,77,What is the possessive form of 'girls'?,girls',girl's,girlses,girlss,A,Plural noun ending in s takes an apostrophe for possessive.,2
Possessives and Appositives,78,"Identify the appositive in the sentence: Mr. Khan, our teacher, is kind.",Mr. Khan,our teacher,is,kind,B,An appositive renames another noun. Our teacher renames Mr. Khan.,3
Possessives and Appositives,79,Correct the possessive form: The childrens books are lost.,children's,childrens',childs',children,A,"Plural of child is children, possessive is children's.",4
Possessives and Appositives,80,Which sentence correctly uses a possessive?,The dogs tail is long.,The dog's tail is long.,The dogs' tail is long.,The dog tail is long.,B,Singular noun dog takes 's for possessive.,5
Possessives and Appositives,81,What is the possessive form of 'men'?,mens,men's,men,mens',B,Plural noun men takes 's for possessive.,6
Possessives and Appositives,82,"Identify the appositive: My friend, Nazrul, is a poet.",Nazrul,friend,is,poet,A,An appositive renames another noun. Nazrul renames friend.,7
Possessives and Appositives,83,Correct the possessive form: The womans club is open.,women's,woman's,womens',woman,A,"Plural of woman is women, possessive is women's.",8
Possessives and Appositives,84,Which sentence correctly uses both a possessive and an appositive?,"Rina's sister, a doctor is kind.","Rinas' sister, a doctor, is kind.","Rina sister, a doctor, is kind.",Rina's sister a doctor is kind.,A,"Rina's is the possessive form, a doctor is an appositive.",9
Possessives and Appositives,85,"What is the possessive form of 'conscience' in: For ___ sake, be honest.",conscience's,consciences,conscience,consciences',C,For conscience' sake omits s to avoid hissing sound.,10
Possessives and Appositives,86,Choose the correct possessive form: This is ___ house.,Karim's,Karims,Karim,Karims',A,Singular noun Karim takes 's for possessive.,2
Possessives and Appositives,87,"Identify the appositive: The city, Dhaka, is crowded.",Dhaka,city,is,crowded,A,An appositive renames another noun. Dhaka renames city.,3
Possessives and Appositives,88,Correct the possessive form: The boys club is closed.,boys',boy's,boyses,boyss,A,Plural noun ending in s takes an apostrophe for possessive.,4
Possessives and Appositives,89,Which sentence uses a possessive correctly?,The cats' whiskers are long.,The cat whiskers are long.,The cats whisker are long.,The cat's whiskers is long.,A,Plural noun cats takes an apostrophe for possessive.,5
Possessives and Appositives,90,What is the possessive form of 'women'?,womans,women's,woman,womens',B,Plural noun women takes 's for possessive.,6
Possessives and Appositives,91,"Identify the appositive: My brother, a lawyer, is busy.",lawyer,brother,is,busy,A,An appositive renames another noun. Lawyer renames brother.,7
Possessives and Appositives,92,Correct the possessive form: The horses tails are short.,horses',horse's,horses,horses's,A,Plural noun ending in s takes an apostrophe for possessive.,8
Possessives and Appositives,93,Which sentence correctly uses a possessive?,The students' books are new.,The student books are new.,The students book are new.,The student's books is new.,A,Plural noun students takes an apostrophe for possessive.,9
Possessives and Appositives,94,What is the possessive form of 'Nazrul' in: This is ___ pen.,Nazrul's,Nazruls,Nazrul,Nazruls',A,Singular noun Nazrul takes 's for possessive.,10
Possessives and Appositives,95,"Identify the appositive: The leader, Ali, spoke clearly.",Ali,leader,spoke,clearly,A,An appositive renames another noun. Ali renames leader.,3
Possessives and Appositives,96,Correct the possessive form: The childrens toys are broken.,children's,childrens',childs',children,A,"Plural of child is children, possessive is children's.",4
Possessives and Appositives,97,Which sentence correctly uses a possessive?,The dogs' bones are buried.,The dog bones are buried.,The dogs bone are buried.,The dog's bones is buried.,A,Plural noun dogs takes an apostrophe for possessive.,5
Possessives and Appositives,98,What is the possessive form of 'teachers'?,teachers',teacher's,teacherses,teacherss,A,Plural noun ending in s takes an apostrophe for possessive.,6
Possessives and Appositives,99,"Identify the appositive: The poet, Tagore, is famous.",Tagore,poet,is,famous,A,An appositive renames another noun. Tagore renames poet.,7
Possessives and Appositives,100,Which sentence correctly uses both a possessive and an appositive?,"Salim's friend, a chef is talented.","Salims' friend, a chef, is talented.","Salim friend, a chef, is talented.",Salim's friend a chef is talented.,A,"Salim's is the possessive form, a chef is an appositive.",8
Kinds of Nouns,101,Which of the following is a proper noun?,mountain,Everest,ridge,valley,B,A proper noun names a specific place. Everest is a specific mountain.,1
Kinds of Nouns,102,Identify the common noun in the sentence: Lila explores a cave.,Lila,cave,explores,a,B,A common noun refers to a general class. Cave is a general term.,2
Kinds of Nouns,103,What type of noun is 'band' in: The band played loudly?,Proper,Common,Collective,Abstract,C,A collective noun names a group. Band refers to a group of musicians.,3
Kinds of Nouns,104,Fill in the blank: The ___ of the painting was striking.,color (material),elegance (abstract),Mona Lisa (proper),frame (common),B,An abstract noun names a quality. Elegance is a quality of the painting.,4
Kinds of Nouns,105,Which noun is a material noun?,dream,leather,squad,Berlin,B,A material noun names a substance. Leather is a material.,5
Kinds of Nouns,106,"In the sentence: Newton discovered gravity, what type of noun is 'Newton'?",Common,Proper,Collective,Material,B,A proper noun names a specific person. Newton is a specific individual.,6
Kinds of Nouns,107,Which noun in the sentence Trust is essential is an abstract noun?,essential,is,trust,a,C,An abstract noun names a quality. Trust is a quality.,7
Kinds of Nouns,108,Choose the collective noun: A ___ of sailors boarded the ship.,crew,hope,bronze,Cairo,A,A collective noun names a group. Crew refers to a group of sailors.,8
Kinds of Nouns,109,Which sentence contains a material noun?,The choir sang.,The tailor used silk.,The town is small.,The strategy was bold.,B,A material noun names a substance. Silk is a material.,9
Kinds of Nouns,110,"In the sentence: Greenland is icy, what type of noun is 'Greenland'?",Common,Proper,Abstract,Material,B,A proper noun names a specific place. Greenland is a specific region.,10
Kinds of Nouns,111,Identify the common noun: The pilot flew a plane.,pilot,plane,flew,the,B,A common noun refers to a general class. Plane is a general term.,2
Kinds of Nouns,112,Which is a collective noun?,hill,orchestra,marble,faith,B,A collective noun names a group. Orchestra refers to a group of musicians.,3
Kinds of Nouns,113,Fill in the blank: The ___ of the event was joyful.,mood (abstract),confetti (material),Olympics (proper),guest (common),A,An abstract noun names a concept. Mood is a concept of the event.,4
Kinds of Nouns,114,Which noun is a material noun in: She used clay for pottery?,she,clay,pottery,for,B,A material noun names a substance. Clay is a material.,5
Kinds of Nouns,115,What type of noun is 'council' in: The council voted today?,Proper,Common,Collective,Abstract,C,A collective noun names a group. Council refers to a group of people.,6
Kinds of Nouns,116,Which sentence uses a proper noun?,The horse galloped.,The Sahara is vast.,The desert is hot.,The saddle is worn.,B,A proper noun names a specific place. Sahara is a specific desert.,7
Kinds of Nouns,117,Choose the abstract noun: His ___ won hearts.,smile,bench,market,gang,A,An abstract noun names a concept. Smile is a concept.,8
Kinds of Nouns,118,"In the sentence: The helium in the balloon is light, what type of noun is 'helium'?",Common,Material,Abstract,Collective,B,A material noun names a substance. Helium is a gaseous material.,9
Kinds of Nouns,119,Which is a collective noun in: A ___ of pigeons flew overhead?,flock,sorrow,wool,Moscow,A,A collective noun names a group. Flock refers to a group of pigeons.,10
Kinds of Nouns,120,What type of noun is 'equality' in: Equality matters?,Proper,Common,Abstract,Material,C,An abstract noun names a concept. Equality is a concept.,3
Kinds of Nouns,121,Identify the proper noun: The match is held in Sydney.,match,Sydney,held,in,B,A proper noun names a specific place. Sydney is a specific city.,4
Kinds of Nouns,122,Which noun is a material noun?,truth,cotton,clan,stadium,B,A material noun names a substance. Cotton is a material.,5
Kinds of Nouns,123,Fill in the blank: A ___ of volunteers cleaned the park.,team (collective),effort (abstract),plastic (material),Canada (proper),A,A collective noun names a group. Team refers to a group of volunteers.,6
Kinds of Nouns,124,Which sentence contains an abstract noun?,The lamp is bright.,The rain fell heavily.,Her courage shone.,The herd moved.,C,An abstract noun names a quality. Courage is a quality.,7
Kinds of Nouns,125,What type of noun is 'UNESCO' in: UNESCO protects heritage?,Proper,Common,Collective,Abstract,A,A proper noun names a specific organization. UNESCO is a specific entity.,8
Number,126,What is the plural form of 'fish'?,fishs,fish,fishes,fishies,B,"Fish is typically the same in singular and plural, though fishes is used for different species.",1
Number,127,Choose the correct plural form: The ___ are in the sky.,stars,stares,staries,staren,A,Star forms its plural by adding s.,2
Number,128,Which sentence uses the correct plural form?,The keyes are lost.,The keys are lost.,The keyies are lost.,The key are lost.,B,Key forms its plural by adding s.,3
Number,129,Fill in the blank: The ___ of the game were intense.,matches,matchs,matchies,matcheses,A,Match forms its plural by adding es.,4
Number,130,What is the plural form of 'thief'?,thiefs,thieves,thiefes,thifies,B,Thief forms its plural by changing f to ves.,5
Number,131,Which noun is correctly pluralized?,watchs,watches,watchies,watchen,B,Watch forms its plural by adding es.,6
Number,132,Choose the correct plural form: The ___ were buzzing.,bees,beees,beeies,been,A,Bee forms its plural by adding s.,7
Number,133,"In the sentence: The synopses were submitted, what is the plural form of 'synopsis'?",synopsises,synopses,synopsies,synopsis,B,Synopsis forms its plural as synopses.,8
Number,134,Which sentence uses the correct plural form?,The mans ran fast.,The men ran fast.,The manes ran fast.,The menes ran fast.,B,Man forms its plural as men.,9
Number,135,What is the plural form of 'take-off'?,take-offs,takes-off,take-off,takes-offs,A,"The compound noun take-off pluralizes the main noun, off, to offs.",10
Number,136,Fill in the blank: The ___ are in the forest.,deer,deers,deeres,deeries,A,Deer is the same in singular and plural.,2
Number,137,Which noun is correctly pluralized?,storys,stories,storie,storyes,B,Story forms its plural by changing y to ies.,3
Number,138,Choose the correct plural form: The ___ were shining.,lights,lightes,lighties,lighten,A,Light forms its plural by adding s.,4
Number,139,What is the plural form of 'life'?,lifes,lives,lifees,lifies,B,Life forms its plural by changing f to ves.,5
Number,140,Which sentence uses the correct plural form?,The gooses flew south.,The geese flew south.,The goosies flew south.,The geeses flew south.,B,Goose forms its plural as geese.,6
Number,141,Fill in the blank: The ___ of the journal are informative.,articles,articules,articlies,articleses,A,Article forms its plural by adding s.,7
Number,142,Which noun is correctly pluralized?,basis,bases,basises,basies,B,Basis forms its plural as bases.,8
Number,143,Choose the correct plural form: The ___ were grazing.,cattles,cattle,cattlies,cattlen,B,Cattle is the same in singular and plural.,9
Number,144,What is the plural form of 'mouse'?,mouses,mice,mousies,mousen,B,Mouse forms its plural as mice.,10
Number,145,Which sentence uses the correct plural form?,The womans danced.,The woman danced.,The women danced.,The womane danced.,C,Woman forms its plural as women.,3
Number,146,Fill in the blank: The ___ of the library are quiet.,sections,sectiones,sectionies,sectionses,A,Section forms its plural by adding s.,4
Number,147,Which noun is correctly pluralized?,dutys,duties,dutie,dutyes,B,Duty forms its plural by changing y to ies.,5
Number,148,Choose the correct plural form: The ___ were marching.,bands,bandes,bandies,banden,A,Band forms its plural by adding s.,6
Number,149,What is the plural form of 'loaf'?,loafs,loaves,loafes,loafies,B,Loaf forms its plural by changing f to ves.,7
Number,150,Which sentence uses the correct plural form?,The radius of the circles are equal.,The radii of the circles are equal.,The radiuses of the circle are equal.,The radie of the circles are equal.,B,Radius forms its plural as radii. Circle forms its plural as circles.,8
Gender,151,What gender does the noun 'earl' denote?,Feminine,Masculine,Common,Neuter,B,Earl refers to a male person.,1
Gender,152,Choose the feminine form of 'salesman'.,saleswoman,saleslady,salesette,salesa,A,The feminine form of salesman is saleswoman.,2
Gender,153,Which noun is of common gender?,ram,ewe,merchant,vase,C,A common gender noun refers to both male and female. Merchant fits this.,3
Gender,154,Correct the pronoun error: My grandfather is wise. She shares stories.,He,It,They,No change,A,"Grandfather is masculine, so she should be he.",4
Gender,155,Which noun is neuter gender?,mayor,clock,baroness,baron,B,Neuter gender nouns denote inanimate objects. Clock is inanimate.,5
Gender,156,What gender does the noun 'lady' denote?,Masculine,Feminine,Common,Neuter,B,Lady refers to a female person.,6
Gender,157,Choose the feminine form of 'cock'.,hen,cockess,cockette,cocka,A,The feminine form of cock is hen.,7
Gender,158,Which noun is of common gender?,buck,doe,lawyer,rug,C,A common gender noun refers to both male and female. Lawyer fits this.,8
Gender,159,Correct the pronoun error: The bike is new. She rides smoothly.,He,It,They,No change,B,"Bike is neuter, so she should be it.",9
Gender,160,Which noun is neuter gender?,poet,canvas,poetess,bard,B,Neuter gender nouns denote inanimate objects. Canvas is inanimate.,10
Gender,161,What gender does the noun 'knight' denote?,Feminine,Masculine,Common,Neuter,B,Knight refers to a male person.,2
Gender,162,Choose the feminine form of 'monk'.,nun,monkess,monkette,monka,A,The feminine form of monk is nun.,3
Gender,163,Which noun is of common gender?,gander,goose,resident,curtain,C,A common gender noun refers to both male and female. Resident fits this.,4
Gender,164,Correct the pronoun error: My cousin is kind. He helps others.,She,It,They,No change,C,"Cousin is common gender, so he should be they to be gender-neutral.",5
Gender,165,Which noun is neuter gender?,judge,carpet,jury,clerk,B,Neuter gender nouns denote inanimate objects. Carpet is inanimate.,6
Gender,166,What gender does the noun 'bride' denote?,Masculine,Feminine,Common,Neuter,B,Bride refers to a female person.,7
Gender,167,Choose the feminine form of 'stag'.,doe,stagess,stagette,staga,A,The feminine form of stag is doe.,8
Gender,168,Which noun is of common gender?,prince,princess,artist,statue,C,A common gender noun refers to both male and female. Artist fits this.,9
Gender,169,Correct the pronoun error: The garden is lush. He blooms brightly.,She,It,They,No change,B,"Garden is neuter, so he should be it.",10
Gender,170,Which noun is neuter gender?,hero,heroine,banner,lord,C,Neuter gender nouns denote inanimate objects. Banner is inanimate.,3
Gender,171,What gender does the noun 'master' denote?,Feminine,Masculine,Common,Neuter,B,Master refers to a male person.,4
Gender,172,Choose the feminine form of 'peacock'.,peahen,peacockess,peacockette,peacocka,A,The feminine form of peacock is peahen.,5
Gender,173,Which noun is of common gender?,uncle,aunt,citizen,flag,C,A common gender noun refers to both male and female. Citizen fits this.,6
Gender,174,Correct the pronoun error: My neighbor is helpful. He fixes things.,She,It,They,No change,C,"Neighbor is common gender, so he should be they to be gender-neutral.",7
Gender,175,Which noun is neuter gender?,king,queen,trophy,prince,C,Neuter gender nouns denote inanimate objects. Trophy is inanimate.,8
Possessives and Appositives,176,Choose the correct possessive form: This is ___ phone.,Nila's,Nilas,Nila,Nilas',A,Singular noun Nila takes 's for possessive.,1
Possessives and Appositives,177,What is the possessive form of 'birds'?,birds',bird's,birdses,birdss,A,Plural noun ending in s takes an apostrophe for possessive.,2
Possessives and Appositives,178,"Identify the appositive in the sentence: Mr. Zaman, our mentor, is wise.",Mr. Zaman,our mentor,is,wise,B,An appositive renames another noun. Our mentor renames Mr. Zaman.,3
Possessives and Appositives,179,Correct the possessive form: The womens league is active.,women's,womens',womans',women,A,"Plural of woman is women, possessive is women's.",4
Possessives and Appositives,180,Which sentence correctly uses a possessive?,The lions mane is thick.,The lion's mane is thick.,The lions' mane is thick.,The lion mane is thick.,B,Singular noun lion takes 's for possessive.,5
Possessives and Appositives,181,What is the possessive form of 'people'?,peoples,people's,peopls,peoples',B,Plural noun people takes 's for possessive.,6
Possessives and Appositives,182,"Identify the appositive: My uncle, Karim, is a chef.",Karim,uncle,is,chef,A,An appositive renames another noun. Karim renames uncle.,7
Possessives and Appositives,183,Correct the possessive form: The babys toys are new.,babies',baby's,babyes,baby,B,Singular noun baby takes 's for possessive.,8
Possessives and Appositives,184,Which sentence correctly uses both a possessive and an appositive?,"Sana's brother, a pilot is brave.","Sanas' brother, a pilot, is brave.","Sana brother, a pilot, is brave.",Sana's brother a pilot is brave.,A,"Sana's is the possessive form, a pilot is an appositive.",9
Possessives and Appositives,185,"What is the possessive form of 'fortune' in: For ___ favor, act now.",fortune's,fortunes,fortune,fortunes',C,For fortune's favor omits s in some cases for clarity.,10
Possessives and Appositives,186,Choose the correct possessive form: This is ___ watch.,Arif's,Arifs,Arif,Arifs',A,Singular noun Arif takes 's for possessive.,2
Possessives and Appositives,187,"Identify the appositive: The village, Rampur, is serene.",Rampur,village,is,serene,A,An appositive renames another noun. Rampur renames village.,3
Possessives and Appositives,188,Correct the possessive form: The cats bed is soft.,cats',cat's,catses,catss,A,Plural noun ending in s takes an apostrophe for possessive.,4
Possessives and Appositives,189,Which sentence uses a possessive correctly?,The flowers' petals are bright.,The flower petals are bright.,The flowers petal are bright.,The flower's petals is bright.,A,Plural noun flowers takes an apostrophe for possessive.,5
Possessives and Appositives,190,What is the possessive form of 'mice'?,mices,mice's,mic,mices',B,Plural noun mice takes 's for possessive.,6
Possessives and Appositives,191,"Identify the appositive: My aunt, a writer, is famous.",writer,aunt,is,famous,A,An appositive renames another noun. Writer renames aunt.,7
Possessives and Appositives,192,Correct the possessive form: The dogs collars are new.,dogs',dog's,dogses,dogss,A,Plural noun ending in s takes an apostrophe for possessive.,8
Possessives and Appositives,193,Which sentence uses a possessive correctly?,The singers' voices are clear.,The singer voices are clear.,The singers voice are clear.,The singer's voices is clear.,A,Plural noun singers takes an apostrophe for possessive.,9
Possessives and Appositives,194,What is the possessive form of 'Zara' in: This is ___ scarf.,Zara's,Zaras,Zara,Zaras',A,Singular noun Zara takes 's for possessive.,10
Possessives and Appositives,195,"Identify the appositive: The dancer, Lila, is graceful.",Lila,dancer,is,graceful,A,An appositive renames another noun. Lila renames dancer.,3
Possessives and Appositives,196,Correct the possessive form: The childrens games are fun.,children's,childrens',childs',children,A,"Plural of child is children, possessive is children's.",4
Possessives and Appositives,197,Which sentence uses a possessive correctly?,The trees' branches are strong.,The tree branches are strong.,The trees branch are strong.,The tree's branches is strong.,A,Plural noun trees takes an apostrophe for possessive.,5
Possessives and Appositives,198,What is the possessive form of 'players'?,players',player's,playerses,playerss,A,Plural noun ending in s takes an apostrophe for possessive.,6
Possessives and Appositives,199,"Identify the appositive: The author, Twain, wrote novels.",Twain,author,wrote,novels,A,An appositive renames another noun. Twain renames author.,7
Possessives and Appositives,200,Which sentence correctly uses both a possessive and an appositive?,"Rohan's friend, a singer is talented.","Rohans' friend, a singer, is talented.","Rohan friend, a singer, is talented.",Rohan's friend a singer is talented.,A,"Rohan's is the possessive form, a singer is an appositive.",8
Kinds of Nouns,201,Which of the following is a proper noun?,ocean,Pacific,wave,beach,B,A proper noun names a specific place. Pacific is a specific ocean.,1
Kinds of Nouns,202,Identify the common noun in the sentence: Rana visits a museum.,Rana,museum,visits,a,B,A common noun refers to a general class. Museum is a general term.,2
