Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Present Simple and Continuous Passive ,40,Correct the error: The students are being taught every day.,The students taught every day.,The students is taught every day.,The students are taught every day.,The students are taught every day.,D,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'are taught.'",6
Present Simple and Continuous Passive ,41,Correct the error: The meal is being prepared right now.,The meal prepared right now.,The meal is preparing right now.,The meal are being prepared right now.,The meal is being prepared right now.,D,"The original sentence is correct, using Present Continuous Passive 'is being prepared' for an ongoing action.",6
Present Simple and Continuous Passive ,42,Correct the error: The books is read every week.,The books are read every week.,The books are being read every week.,The books reads every week.,The books are read every week.,A,The original sentence has a subject-verb agreement error ('books is'); the correct form is Present Simple Passive 'are read.',6
Present Simple and Continuous Passive ,43,Correct the error: The windows is being cleaned right now.,The windows are cleaned right now.,The windows are being cleaned right now.,The windows cleans right now.,The windows are being cleaned right now.,C,The original sentence has a subject-verb agreement error ('windows is'); the correct form is Present Continuous Passive 'are being cleaned.',6
Present Simple and Continuous Passive ,44,Correct the error: The report is being written every day.,The report is written every day.,The report written every day.,The report are written every day.,The report is written every day.,A,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'is written.'",7
Present Simple and Continuous Passive ,45,Correct the error: The walls are being painted every year.,The walls are painted every year.,The walls painted every year.,The walls paints every year.,The walls are painted every year.,A,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'are painted.'",7
Present Simple and Continuous Passive ,46,Correct the error: The car is being fixed every week.,The car fixed every week.,The car is fixed every week.,The car are fixed every week.,The car is fixed every week.,C,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'is fixed.'",7
Present Simple and Continuous Passive ,47,Correct the error: The room is being cleaned right now.,The room cleaned right now.,The room is cleaning right now.,The room are being cleaned right now.,The room is being cleaned right now.,D,"The original sentence is correct, using Present Continuous Passive 'is being cleaned' for an ongoing action.",7
Present Simple and Continuous Passive ,48,Correct the error: The lessons is taught every day.,The lessons are taught every day.,The lessons are being taught every day.,The lessons teaches every day.,The lessons are taught every day.,A,The original sentence has a subject-verb agreement error ('lessons is'); the correct form is Present Simple Passive 'are taught.',7
Present Simple and Continuous Passive ,49,Correct the error: The meal is being served every morning.,The meal is served every morning.,The meal served every morning.,The meal are being served every morning.,The meal is served every morning.,A,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'is served.'",7
Present Simple and Continuous Passive ,50,Correct the error: The books are being read right now.,The books read right now.,The books is being read right now.,The books are reading right now.,The books are being read right now.,D,"The original sentence is correct, using Present Continuous Passive 'are being read' for an ongoing action.",7
Present Simple and Continuous Passive ,51,The garden ___ every spring. (is watered/is being watered),is watered,is being watered,waters,watering,A,"The sentence indicates a regular action, so Present Simple Passive 'is watered' is correct.",8
Present Simple and Continuous Passive ,52,The documents ___ right now. (are filed/are being filed),are filed,are being filed,file,filing,B,"'Right now' indicates an ongoing action, so Present Continuous Passive 'are being filed' is correct.",8
Present Simple and Continuous Passive ,53,The children ___ every day. (are fed/are being fed),are fed,are being fed,feed,feeding,A,"The sentence indicates a regular action, so Present Simple Passive 'are fed' is correct.",8
Present Simple and Continuous Passive ,54,The bike ___ right now. (is repaired/is being repaired),is repaired,is being repaired,repairs,repairing,B,"'Right now' indicates an ongoing action, so Present Continuous Passive 'is being repaired' is correct.",8
Present Simple and Continuous Passive ,55,The floor ___ every evening. (is swept/is being swept),is swept,is being swept,sweeps,sweeping,A,"The sentence indicates a regular action, so Present Simple Passive 'is swept' is correct.",8
Present Simple and Continuous Passive ,56,The dishes ___ right now. (are washed/are being washed),are washed,are being washed,wash,washing,B,"'Right now' indicates an ongoing action, so Present Continuous Passive 'are being washed' is correct.",8
Present Simple and Continuous Passive ,57,The homework ___ every week. (is checked/is being checked),is checked,is being checked,checks,checking,A,"The sentence indicates a regular action, so Present Simple Passive 'is checked' is correct.",8
Present Simple and Continuous Passive ,58,Correct the error: The house is being painted every summer.,The house are painted every summer.,The house is painted every summer.,The house paints every summer.,The house is painted every summer.,C,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'is painted.'",9
Present Simple and Continuous Passive ,59,Correct the error: The reports is being written right now.,The reports are being written right now.,The reports written right now.,The reports are writing right now.,The reports are being written right now.,A,The original sentence has a subject-verb agreement error ('reports is'); the correct form is Present Continuous Passive 'are being written.',9
Present Simple and Continuous Passive ,60,Correct the error: The students are being taught every week.,The students taught every week.,The students is taught every week.,The students are taught every week.,The students are taught every week.,D,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'are taught.'",9
Present Simple and Continuous Passive ,61,Correct the error: The car fixed every month.,The car is being fixed every month.,The car is fixed every month.,The car are fixed every month.,The car is fixed every month.,C,The original sentence is missing 'is'; the correct form is Present Simple Passive 'is fixed' for a regular action.,9
Present Simple and Continuous Passive ,62,Correct the error: The meal is being served right now.,The meal served right now.,The meal is serving right now.,The meal are being served right now.,The meal is being served right now.,D,"The original sentence is correct, using Present Continuous Passive 'is being served' for an ongoing action.",9
Present Simple and Continuous Passive ,63,Correct the error: The books are read every day.,The books is being read every day.,The books read every day.,The books are reading every day.,The books are read every day.,D,"The original sentence is correct, using Present Simple Passive 'are read' for a regular action.",9
Present Simple and Continuous Passive ,64,Correct the error: The windows are being cleaned every week.,The windows cleaned every week.,The windows are cleaned every week.,The windows is cleaned every week.,The windows are cleaned every week.,C,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'are cleaned.'",9
Present Simple and Continuous Passive ,65,Correct the error: The report written every day.,The report is being written every day.,The report is written every day.,The report are written every day.,The report is written every day.,C,The original sentence is missing 'is'; the correct form is Present Simple Passive 'is written' for a regular action.,9
Present Simple and Continuous Passive ,66,The garden ___ every spring. (is watered/is being watered),is watered,is being watered,waters,watering,A,"The sentence indicates a regular action, so Present Simple Passive 'is watered' is correct.",10
Present Simple and Continuous Passive ,67,The documents ___ right now. (are filed/are being filed),are filed,are being filed,file,filing,B,"'Right now' indicates an ongoing action, so Present Continuous Passive 'are being filed' is correct.",10
Present Simple and Continuous Passive ,68,The children ___ every day. (are fed/are being fed),are fed,are being fed,feed,feeding,A,"The sentence indicates a regular action, so Present Simple Passive 'are fed' is correct.",10
Present Simple and Continuous Passive ,69,The bike ___ right now. (is repaired/is being repaired),is repaired,is being repaired,repairs,repairing,B,"'Right now' indicates an ongoing action, so Present Continuous Passive 'is being repaired' is correct.",10
Present Simple and Continuous Passive ,70,The floor ___ every evening. (is swept/is being swept),is swept,is being swept,sweeps,sweeping,A,"The sentence indicates a regular action, so Present Simple Passive 'is swept' is correct.",10
Present Simple and Continuous Passive ,71,The dishes ___ right now. (are washed/are being washed),are washed,are being washed,wash,washing,B,"'Right now' indicates an ongoing action, so Present Continuous Passive 'are being washed' is correct.",10
Present Simple and Continuous Passive ,72,The homework ___ every week. (is checked/is being checked),is checked,is being checked,checks,checking,A,"The sentence indicates a regular action, so Present Simple Passive 'is checked' is correct.",10
Present Simple and Continuous Passive ,73,Correct the error: The reports are being written every week.,The reports are written every week.,The reports written every week.,The reports is written every week.,The reports are written every week.,A,"The original sentence uses Continuous Passive, which doesn't fit a regular action; the correct form is Present Simple Passive 'are written.'",10
Present Simple and Continuous Passive ,74,Correct the error: The car is being fixed right now.,The car fixed right now.,The car is fixing right now.,The car are being fixed right now.,The car is being fixed right now.,D,"The original sentence is correct, using Present Continuous Passive 'is being fixed' for an ongoing action.",10
Present Simple and Continuous Passive ,75,Correct the error: The students are taught every day.,The students taught every day.,The students is taught every day.,The students are teaching every day.,The students are taught every day.,D,"The original sentence is correct, using Present Simple Passive 'are taught' for a regular action.",10
Past Simple and Continuous Passive,76,The room ___ last week.,was cleaned,was being cleaned,cleaned,cleans,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was cleaned' is correct.",1
Past Simple and Continuous Passive,77,The walls ___ yesterday.,were being painted,were painted,painted,paints,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'were painted' is correct.",1
Past Simple and Continuous Passive,78,The letter ___ when I arrived.,was being written,writes,was written,writing,A,"'When I arrived' indicates an ongoing action in the past, so Past Continuous Passive 'was being written' is correct.",1
Past Simple and Continuous Passive,79,The car ___ last month.,was repaired,was being repaired,repairs,repairing,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was repaired' is correct.",1
Past Simple and Continuous Passive,80,The house ___ at 5 PM yesterday.,was being cleaned,was cleaned,cleaned,cleaning,A,"'At 5 PM yesterday' indicates an ongoing action in the past, so Past Continuous Passive 'was being cleaned' is correct.",1
Past Simple and Continuous Passive,81,The windows ___ last Friday.,were cleaned,were being cleaned,clean,cleaning,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'were cleaned' is correct.",1
Past Simple and Continuous Passive,82,The books ___ while I was there.,were being read,read,were read,reading,A,"'While I was there' indicates an ongoing action in the past, so Past Continuous Passive 'were being read' is correct.",1
Past Simple and Continuous Passive,83,The meal ___ last night.,was prepared,was being prepared,prepares,preparing,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was prepared' is correct.",2
Past Simple and Continuous Passive,84,The report ___ when the boss arrived.,was being written,was written,writes,writing,A,"'When the boss arrived' indicates an ongoing action in the past, so Past Continuous Passive 'was being written' is correct.",2
Past Simple and Continuous Passive,85,The garden ___ last spring.,was watered,was being watered,waters,watering,B,"The sentence indicates a completed action in the past, so Past Simple Passive 'was watered' is correct.",2
Past Simple and Continuous Passive,86,The dishes ___ at that time.,were being washed,wash,were washed,washing,C,"'At that time' indicates an ongoing action in the past, so Past Continuous Passive 'were being washed' is correct.",2
Past Simple and Continuous Passive,87,The homework ___ last Monday.,was checked,was being checked,checks,checking,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was checked' is correct.",2
Past Simple and Continuous Passive,88,The documents ___ during the meeting.,were being filed,were filed,file,filing,B,"'During the meeting' indicates an ongoing action in the past, so Past Continuous Passive 'were being filed' is correct.",2
Past Simple and Continuous Passive,89,The bike ___ last weekend.,was repaired,was being repaired,repairs,repairing,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was repaired' is correct.",2
Past Simple and Continuous Passive,90,Choose the correct form: The room ___ last week.,was cleaned,was being cleaned,cleaned,cleans,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was cleaned' is correct.",3
Past Simple and Continuous Passive,91,Choose the correct form: The walls ___ yesterday.,were being painted,were painted,painted,paints,B,"The sentence indicates a completed action in the past, so Past Simple Passive 'were painted' is correct.",3
Past Simple and Continuous Passive,92,Choose the correct form: The letter ___ when I arrived.,was being written,writes,was written,writing,A,"'When I arrived' indicates an ongoing action in the past, so Past Continuous Passive 'was being written' is correct.",3
Past Simple and Continuous Passive,93,Choose the correct form: The car ___ last month.,was repaired,was being repaired,repairs,repairing,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was repaired' is correct.",3
Past Simple and Continuous Passive,94,Choose the correct form: The house ___ at 5 PM yesterday.,was being cleaned,was cleaned,cleaned,cleaning,A,"'At 5 PM yesterday' indicates an ongoing action in the past, so Past Continuous Passive 'was being cleaned' is correct.",3
Past Simple and Continuous Passive,95,Choose the correct form: The windows ___ last Friday.,were cleaned,were being cleaned,clean,cleaning,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'were cleaned' is correct.",3
Past Simple and Continuous Passive,96,Choose the correct form: The books ___ while I was there.,were being read,read,were read,reading,C,"'While I was there' indicates an ongoing action in the past, so Past Continuous Passive 'were being read' is correct.",3
Past Simple and Continuous Passive,97,Fill in the blank: The meal ___ last night.,was prepared,was being prepared,prepares,preparing,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was prepared' is correct.",4
Past Simple and Continuous Passive,98,Fill in the blank: The report ___ when the boss arrived.,was being written,was written,writes,writing,A,"'When the boss arrived' indicates an ongoing action in the past, so Past Continuous Passive 'was being written' is correct.",4
Past Simple and Continuous Passive,99,Fill in the blank: The garden ___ last spring.,was watered,was being watered,waters,watering,B,"The sentence indicates a completed action in the past, so Past Simple Passive 'was watered' is correct.",4
Past Simple and Continuous Passive,100,Fill in the blank: The dishes ___ at that time.,were being washed,wash,were washed,washing,C,"'At that time' indicates an ongoing action in the past, so Past Continuous Passive 'were being washed' is correct.",4
Past Simple and Continuous Passive,101,Fill in the blank: The homework ___ last Monday.,was checked,was being checked,checks,checking,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was checked' is correct.",4
Past Simple and Continuous Passive,102,Fill in the blank: The documents ___ during the meeting.,were being filed,were filed,file,filing,B,"'During the meeting' indicates an ongoing action in the past, so Past Continuous Passive 'were being filed' is correct.",4
Past Simple and Continuous Passive,103,Fill in the blank: The bike ___ last weekend.,was repaired,was being repaired,repairs,repairing,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was repaired' is correct.",4
Past Simple and Continuous Passive,104,The room ___ last week.,was cleaned,was being cleaned,cleaned,cleans,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was cleaned' is correct.",5
Past Simple and Continuous Passive,105,The walls ___ yesterday.,were being painted,were painted,painted,paints,B,"The sentence indicates a completed action in the past, so Past Simple Passive 'were painted' is correct.",5
Past Simple and Continuous Passive,106,The letter ___ when I arrived.,was being written,writes,was written,writing,A,"'When I arrived' indicates an ongoing action in the past, so Past Continuous Passive 'was being written' is correct.",5
Past Simple and Continuous Passive,107,The car ___ last month.,was repaired,was being repaired,repairs,repairing,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was repaired' is correct.",5
Past Simple and Continuous Passive,108,The house ___ at 5 PM yesterday.,was being cleaned,was cleaned,cleaned,cleaning,B,"'At 5 PM yesterday' indicates an ongoing action in the past, so Past Continuous Passive 'was being cleaned' is correct.",5
Past Simple and Continuous Passive,109,The windows ___ last Friday.,were cleaned,were being cleaned,clean,cleaning,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'were cleaned' is correct.",5
Past Simple and Continuous Passive,110,The books ___ while I was there.,were being read,read,were read,reading,C,"'While I was there' indicates an ongoing action in the past, so Past Continuous Passive 'were being read' is correct.",5
Past Simple and Continuous Passive,111,Correct the error: The room was cleaned last week.,The room cleaned last week.,The room was cleaning last week.,The room were cleaned last week.,The room was cleaned last week.,D,"The original sentence is correct, using Past Simple Passive 'was cleaned' for a completed action.",6
Past Simple and Continuous Passive,112,Correct the error: The house was being cleaned at 5 PM yesterday.,The house cleaned at 5 PM yesterday.,The house was cleaning at 5 PM yesterday.,The house were being cleaned at 5 PM yesterday.,The house was being cleaned at 5 PM yesterday.,D,"The original sentence is correct, using Past Continuous Passive 'was being cleaned' for an ongoing action.",6
Past Simple and Continuous Passive,113,Correct the error: The walls was painted yesterday.,The walls were painted yesterday.,The walls were being painted yesterday.,The walls painted yesterday.,The walls were painted yesterday.,A,The original sentence has a subject-verb agreement error ('walls was'); the correct form is Past Simple Passive 'were painted.',6
Past Simple and Continuous Passive,114,Correct the error: The letter was being written when I arrived.,The letter written when I arrived.,The letter was writing when I arrived.,The letter were being written when I arrived.,The letter was being written when I arrived.,D,"The original sentence is correct, using Past Continuous Passive 'was being written' for an ongoing action.",6
Past Simple and Continuous Passive,115,Correct the error: The car was being repaired last month.,The car repaired last month.,The car was repaired last month.,The car were repaired last month.,The car was repaired last month.,C,"The original sentence uses Continuous Passive, which doesn't fit a completed action; the correct form is Past Simple Passive 'was repaired.'",6
Past Simple and Continuous Passive,116,Correct the error: The windows were cleaned last Friday.,The windows cleaned last Friday.,The windows was cleaned last Friday.,The windows were cleaning last Friday.,The windows were cleaned last Friday.,D,"The original sentence is correct, using Past Simple Passive 'were cleaned' for a completed action.",6
Past Simple and Continuous Passive,117,Correct the error: The books were being read while I was there.,The books read while I was there.,The books was being read while I was there.,The books were reading while I was there.,The books were being read while I was there.,D,"The original sentence is correct, using Past Continuous Passive 'were being read' for an ongoing action.",6
Past Simple and Continuous Passive,118,Correct the error: The meal was being prepared last night.,The meal was prepared last night.,The meal prepared last night.,The meal were prepared last night.,The meal was prepared last night.,A,"The original sentence uses Continuous Passive, which doesn't fit a completed action; the correct form is Past Simple Passive 'was prepared.'",6
Past Simple and Continuous Passive,119,Correct the error: The report was being written when the boss arrived.,The report was written when the boss arrived.,The report written when the boss arrived.,The report were being written when the boss arrived.,The report was being written when the boss arrived.,D,"The original sentence is correct, using Past Continuous Passive 'was being written' for an ongoing action.",7
Past Simple and Continuous Passive,120,Correct the error: The garden was being watered last spring.,The garden was watered last spring.,The garden watered last spring.,The garden were watered last spring.,The garden was watered last spring.,A,"The original sentence uses Continuous Passive, which doesn't fit a completed action; the correct form is Past Simple Passive 'was watered.'",7
Past Simple and Continuous Passive,121,Correct the error: The dishes were being washed at that time.,The dishes washed at that time.,The dishes was being washed at that time.,The dishes were washed at that time.,The dishes were being washed at that time.,D,"The original sentence is correct, using Past Continuous Passive 'were being washed' for an ongoing action.",7
Past Simple and Continuous Passive,122,Correct the error: The homework was being checked last Monday.,The homework was checked last Monday.,The homework checked last Monday.,The homework were checked last Monday.,The homework was checked last Monday.,A,"The original sentence uses Continuous Passive, which doesn't fit a completed action; the correct form is Past Simple Passive 'was checked.'",7
Past Simple and Continuous Passive,123,Correct the error: The documents were being filed during the meeting.,The documents were filed during the meeting.,The documents filed during the meeting.,The documents was being filed during the meeting.,The documents were being filed during the meeting.,D,"The original sentence is correct, using Past Continuous Passive 'were being filed' for an ongoing action.",7
Past Simple and Continuous Passive,124,Correct the error: The bike was being repaired last weekend.,The bike was repaired last weekend.,The bike repaired last weekend.,The bike were repaired last weekend.,The bike was repaired last weekend.,A,"The original sentence uses Continuous Passive, which doesn't fit a completed action; the correct form is Past Simple Passive 'was repaired.'",7
Past Simple and Continuous Passive,125,Correct the error: The room was cleaned last week.,The room cleaned last week.,The room was cleaning last week.,The room were cleaned last week.,The room was cleaned last week.,D,"The original sentence is correct, using Past Simple Passive 'was cleaned' for a completed action.",7
Past Simple and Continuous Passive,126,The garden ___ last summer. (was planted/was being planted),was planted,was being planted,plants,planting,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was planted' is correct.",8
Past Simple and Continuous Passive,127,The emails ___ during the outage. (were sent/were being sent),were sent,were being sent,send,sending,B,"'During the outage' indicates an ongoing action in the past, so Past Continuous Passive 'were being sent' is correct.",8
Past Simple and Continuous Passive,128,The children ___ last year. (were educated/were being educated),were educated,were being educated,educate,educating,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'were educated' is correct.",8
Past Simple and Continuous Passive,129,The bike ___ at that moment. (was repaired/was being repaired),was repaired,was being repaired,repairs,repairing,B,"'At that moment' indicates an ongoing action in the past, so Past Continuous Passive 'was being repaired' is correct.",8
Past Simple and Continuous Passive,130,The floor ___ last night. (was swept/was being swept),was swept,was being swept,sweeps,sweeping,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was swept' is correct.",8
Past Simple and Continuous Passive,131,The dishes ___ while I was cooking. (were washed/were being washed),were washed,were being washed,wash,washing,B,"'While I was cooking' indicates an ongoing action in the past, so Past Continuous Passive 'were being washed' is correct.",8
Past Simple and Continuous Passive,132,The homework ___ last Tuesday. (was graded/was being graded),was graded,was being graded,grades,grading,A,"The sentence indicates a completed action in the past, so Past Simple Passive 'was graded' is correct.",8
Past Simple and Continuous Passive,133,Correct the error: The house was being painted last summer.,The house were painted last summer.,The house was painted last summer.,The house paints last summer.,The house was painted last summer.,C,"The original sentence uses Continuous Passive, which doesn't fit a completed action; the correct form is Past Simple Passive 'was painted.'",9
Past Simple and Continuous Passive,134,Correct the error: The reports was being written last week.,The reports are being written last week.,The reports written last week.,The reports were being written last week.,The reports were being written last week.,D,The original sentence has a subject-verb agreement error ('reports was'); the correct form is Past Continuous Passive 'were being written.',9
Past Simple and Continuous Passive,135,Correct the error: The students were being taught last year.,The students taught last year.,The students was taught last year.,The students were taught last year.,The students were taught last year.,D,"The original sentence uses Continuous Passive, which doesn't fit a completed action; the correct form is Past Simple Passive 'were taught.'",9
Past Simple and Continuous Passive,136,Correct the error: The car fixed last month.,The car was being fixed last month.,The car was fixed last month.,The car were fixed last month.,The car was fixed last month.,C,The original sentence is missing 'was'; the correct form is Past Simple Passive 'was fixed' for a completed action.,9
Past Simple and Continuous Passive,137,Correct the error: The meal was being served last night.,The meal served last night.,The meal was serving last night.,The meal were being served last night.,The meal was being served last night.,D,"The original sentence is correct, using Past Continuous Passive 'was being served' for an ongoing action.",9
Past Simple and Continuous Passive,138,Correct the error: The books were read last week.,The books was being read last week.,The books read last week.,The books were reading last week.,The books were read last week.,D,"The original sentence is correct, using Past Simple Passive 'were read' for a completed action.",9
