Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Introductory 'It',57,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,4
Introductory 'It',58,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,8
Introductory 'It',59,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',3
Introductory 'It',60,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,4
Introductory 'It',61,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,4
Introductory 'It',62,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,2
Introductory 'It',63,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,7
Introductory 'It',64,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',4
Introductory 'It',65,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,4
Introductory 'It',66,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,1
Introductory 'It',67,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,10
Introductory 'It',68,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,5
Introductory 'It',69,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',6
Introductory 'It',70,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,1
Introductory 'It',71,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,5
Introductory 'It',72,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',9
Introductory 'It',73,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',6
Introductory 'It',74,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,6
Introductory 'It',75,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,2
Introductory 'It',76,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,8
Introductory 'It',77,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,2
Introductory 'It',78,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',1
Introductory 'It',79,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,10
Introductory 'It',80,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',4
Introductory 'It',81,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,8
Introductory 'It',82,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,8
Introductory 'It',83,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,4
Introductory 'It',84,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,8
Introductory 'It',85,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',3
Introductory 'It',86,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',8
Introductory 'It',87,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,1
Introductory 'It',88,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',9
Introductory 'It',89,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,6
Introductory 'It',90,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,6
Introductory 'It',91,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,8
Introductory 'It',92,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,5
Introductory 'It',93,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,2
Introductory 'It',94,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,5
Introductory 'It',95,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,1
Introductory 'It',96,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,5
Introductory 'It',97,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,7
Introductory 'It',98,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',4
Introductory 'It',99,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',3
Introductory 'It',100,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',2
Introductory 'It',101,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',9
Introductory 'It',102,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,2
Introductory 'It',103,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,5
Introductory 'It',104,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,7
Introductory 'It',105,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,3
Introductory 'It',106,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,9
Introductory 'It',107,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,3
Introductory 'It',108,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',6
Introductory 'It',109,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,10
Introductory 'It',110,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,6
Introductory 'It',111,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',3
Introductory 'It',112,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,3
Introductory 'It',113,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',9
Introductory 'It',114,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',6
Introductory 'It',115,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,4
Introductory 'It',116,___ is important to be honest.,It,There,That,This,A,'It' is used to introduce statements about general truths.,3
Introductory 'It',117,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',4
Introductory 'It',118,It ___ time to leave now.,is,are,was,be,A,Present simple tense is appropriate here: 'It is time to leave.',9
Introductory 'It',119,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',2
Introductory 'It',120,Transform: 'To finish this project is difficult.' → Begin with 'It'.,It is difficult to finish this project.,It to finish this project is difficult.,It is to finish this project difficult.,It finish this project is difficult.,A,Correct transformation uses 'It is difficult to...',9
Introductory 'It',121,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,7
Introductory 'It',122,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,10
Introductory 'It',123,Which sentence uses 'it' as an introductory subject?,It is raining heavily.,There is raining heavily.,This raining is heavy.,Raining is it heavily.,A,'It' is used as a dummy subject in weather expressions.,3
Introductory 'It',124,There is difficult to learn Chinese. Identify the error.,There,is,difficult,learn,A,The sentence should begin with 'It' to introduce an adjective phrase.,9
Introductory 'It',125,Identify the part of speech of 'It' in the sentence: 'It is cold today.',Pronoun,Adverb,Conjunction,Noun,A,'It' is a pronoun used as a dummy subject.,5
Introductory 'There',126,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,3
Introductory 'There',127,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,3
Introductory 'There',128,Identify the part of speech of 'There' in the sentence: 'There is a dog outside.',Pronoun,Adverb,Noun,Conjunction,B,"In this sentence, 'There' functions as an introductory adverb.",4
Introductory 'There',129,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",10
Introductory 'There',130,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,1
Introductory 'There',131,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,7
Introductory 'There',132,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,9
Introductory 'There',133,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",8
Introductory 'There',134,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,4
Introductory 'There',135,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,10
Introductory 'There',136,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,2
Introductory 'There',137,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",10
Introductory 'There',138,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,10
Introductory 'There',139,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,1
Introductory 'There',140,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",6
Introductory 'There',141,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,8
Introductory 'There',142,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,6
Introductory 'There',143,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,8
Introductory 'There',144,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,10
Introductory 'There',145,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",4
Introductory 'There',146,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,7
Introductory 'There',147,Identify the part of speech of 'There' in the sentence: 'There is a dog outside.',Pronoun,Adverb,Noun,Conjunction,B,"In this sentence, 'There' functions as an introductory adverb.",7
Introductory 'There',148,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,6
Introductory 'There',149,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,1
Introductory 'There',150,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",10
Introductory 'There',151,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",8
Introductory 'There',152,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,8
Introductory 'There',153,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,5
Introductory 'There',154,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,8
Introductory 'There',155,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",7
Introductory 'There',156,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,1
Introductory 'There',157,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,2
Introductory 'There',158,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,9
Introductory 'There',159,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,4
Introductory 'There',160,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,7
Introductory 'There',161,Identify the part of speech of 'There' in the sentence: 'There is a dog outside.',Pronoun,Adverb,Noun,Conjunction,B,"In this sentence, 'There' functions as an introductory adverb.",3
Introductory 'There',162,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",3
Introductory 'There',163,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,3
Introductory 'There',164,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,8
Introductory 'There',165,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,3
Introductory 'There',166,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,1
Introductory 'There',167,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,10
Introductory 'There',168,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,5
Introductory 'There',169,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,2
Introductory 'There',170,Identify the part of speech of 'There' in the sentence: 'There is a dog outside.',Pronoun,Adverb,Noun,Conjunction,B,"In this sentence, 'There' functions as an introductory adverb.",8
Introductory 'There',171,There ___ a lot of people at the party last night.,was,were,is,are,B,'There were' is used with plural nouns in past tense.,2
Introductory 'There',172,Identify the part of speech of 'There' in the sentence: 'There is a dog outside.',Pronoun,Adverb,Noun,Conjunction,B,"In this sentence, 'There' functions as an introductory adverb.",10
Introductory 'There',173,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,5
Introductory 'There',174,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",9
Introductory 'There',175,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,9
Introductory 'There',176,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,8
Introductory 'There',177,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,1
Introductory 'There',178,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",9
Introductory 'There',179,Identify the part of speech of 'There' in the sentence: 'There is a dog outside.',Pronoun,Adverb,Noun,Conjunction,B,"In this sentence, 'There' functions as an introductory adverb.",9
Introductory 'There',180,Which sentence uses 'there' correctly?,There is a book on the table.,It is a book on the table.,That is a book on the table.,This book is on the there.,A,'There' is correctly used to indicate the existence of something.,2
Introductory 'There',181,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,8
Introductory 'There',182,There is many cars on the road. Identify the error.,There,is,many,cars,C,"'Many' should be followed by 'are', not 'is'.",5
Introductory 'There',183,___ is a new shop at the corner.,There,It,That,This,A,Use 'There' to introduce the existence of something.,5
Introductory 'There',184,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,5
Introductory 'There',185,Transform: 'A cat is on the roof.' → Begin with 'There'.,There is a cat on the roof.,There a cat is on the roof.,There the cat is on the roof.,There on the roof is a cat.,A,Correct transformation uses 'There is' to introduce the subject.,4
