Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
অন্বয়,64,"যদি C = {2, 3, 4}, D = {1, 2, 3}, এবং R = {(2, 1), (3, 2), (4, 3)} হয়, তবে D এর কতগুলো উপাদান C এর উপাদানের সাথে সম্পর্কিত?",1,2,3,4,C,"জোড়াগুলো দেখায় 1 সম্পর্কিত 2 এর সাথে, 2 সম্পর্কিত 3 এর সাথে, এবং 3 সম্পর্কিত 4 এর সাথে। তাই D এর সব 3টি উপাদান সম্পর্কিত।",10
অন্বয়,65,"যদি A = {1, 2, 3}, B = {4, 5}, এবং R = {(1, 4), (2, 5), (3, 4), (1, 5)} হয়, তবে x + 3 = y সম্পর্কটি হলে কতগুলো অর্ডারড জোড়া পূরণ করবে?",2,3,4,5,B,"x + 3 = y এর জন্য: (1, 4), (2, 5), (3, 4) শর্তটি পূরণ করে (1 + 3 = 4, 2 + 3 = 5, 3 + 3 = 6 কিন্তু (3, 6) ∉ R)। তাই 3টি জোড়া।",10
অন্বয়,66,"যদি P = {1, 2, 3}, Q = {4, 5, 6}, এবং R = {(1, 4), (2, 5), (3, 6), (2, 4)} হয়, তবে P এর কতগুলো উপাদান 4 এর সাথে সম্পর্কিত?",1,2,3,4,B,"জোড়া (1, 4) এবং (2, 4) দেখায় যে 1 এবং 2 উপাদান 4 এর সাথে সম্পর্কিত। তাই P এর 2টি উপাদান।",10
ফাংশন,67,"y যদি x এর একটি ফাংশন হয়, তবে এর অর্থ কী?",y একাধিক x-এর মানের সাথে ম্যাপ করে,x একাধিক y-এর মানের সাথে ম্যাপ করে,প্রতিটি x ঠিক একটি y-এর মানের সাথে ম্যাপ করে,প্রতিটি y ঠিক একটি x-এর মানের সাথে ম্যাপ করে,C,একটি ফাংশন মানে প্রতিটি x-এর মান ঠিক একটি y-এর মানের সাথে ম্যাপ করে।,1
ফাংশন,68,"যদি f(x) = 3x - 2 হয়, তবে f(2) কী?",4,5,6,7,A,f(2) = 3(2) - 2 = 6 - 2 = 4।,2
ফাংশন,69,"যদি R = {(1, 2), (2, 4), (3, 6)} হয়, তবে R এর ডোমেইন কী?","{1, 2, 3}","{2, 4, 6}","{1, 2, 3, 4, 6}","{1, 3, 5, 7}",A,"R এর ডোমেইন হল প্রথম উপাদানের সেট: {1, 2, 3}।",1
ফাংশন,70,"যদি S = {(1, 3), (2, 3), (3, 5)} হয়, তবে S এর রেঞ্জ কী?","{1, 2, 3}","{3, 5}","{1, 2, 3, 5}","{2, 3, 5}",B,"S এর রেঞ্জ হল দ্বিতীয় উপাদানের সেট: {3, 5}।",2
ফাংশন,71,"যদি f(x) = x^2 + 1 হয়, তবে f(-3) কী?",10,9,8,7,A,f(-3) = (-3)^2 + 1 = 9 + 1 = 10।,3
ফাংশন,72,"যদি g(x) = 2x^2 - 3x + 4 হয়, তবে g(-2) কী?",18,10,11,12,A,g(-2) = 2(-2)^2 - 3(-2) + 4 = 2(4) + 6 + 4 = 8 + 6 + 4 = 18।,3
ফাংশন,73,"যদি f(x) = x^3 - 2x + 1 হয়, তবে f(1) কী?",0,1,2,3,A,f(1) = 1^3 - 2(1) + 1 = 1 - 2 + 1 = 0।,4
