Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
সূচক,19,(৪³) / (৪²) সরলীকরণ করুন।,৪⁵,১/৪³,৪¹,৪²,C,"a^m / a^n = a^(m-n) ব্যবহার করে, ৪³ / ৪² = ৪^(৩-২) = ৪¹।",৩
লগারিদম,20,\(\log_{৫} (\sqrt{৫})\) কী?,১/২,১,২,১/৩,A,"যেহেতু \(\sqrt{৫} = ৫^(১/২)\), তাই \(\log_{৫} (\sqrt{৫}) = ১/২\)।",৯
লগারিদমিক পদ্ধতি,21,০.০১২৩ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,১.২৩ \times ১০⁻²,০.১২৩ \times ১০⁻¹,১.২৩ \times ১০⁻¹,"০.০১২৩ \times ১০	⁻²",A,"০.০১২৩ = ১.২৩ \times ১০⁻², যেখানে ১ \leq ১.২৩ < ১০।",২
সূচক,22,(২² \times ৩³)² সরলীকরণ করুন।,৪² \times ৯³,৩৬,২⁴ \times ৩⁶,২² \times ৩³,C,(২² \times ৩³)² = (২²)² \times (৩³)² = ২⁴ \times ৩⁶।,৭
লগারিদম,23,\(\log_{৪} ১৬\) কী?,১,২,৩,৪,B,"যেহেতু ৪² = ১৬, তাই \(\log_{৪} ১৬ = ২\)।",৪
লগারিদমিক পদ্ধতি,24,\(\log_{১০} ৬৭.৮৯\) এর মান কী?,০,২,১,৩,C,"৬৭.৮৯ = ৬.৭৮৯ \times ১০¹, মান = ২-১ = ১।",৬
সূচক,25,৮^(১/৩) সরলীকরণ করুন।,২,৮,৪,১/২,A,৮^(১/৩) = \sqrt[৩]{৮} = ২।,৫
লগারিদম,26,\(\log_{১০} (\frac{১০০০}{১০})\) সরলীকরণ করুন।,৩,০,১,২,D,\(\log_{১০} (\frac{১০০০}{১০}) = \log_{১০} ১০০০ - \log_{১০} ১০ = ৩ - ১ = ২\)।,১০
লগারিদমিক পদ্ধতি,27,৯৮৭৬৫৪ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৯.৮৭৬৫৪ \times ১০⁵,৯৮.৭৬৫৪ \times ১০⁴,০.৯৮৭৬৫৪ \times ১০⁶,৯.৮৭৬৫৪ \times ১০⁴,A,"৯৮৭৬৫৪ = ৯.৮৭৬৫৪ \times ১০⁵, যেখানে ১ \leq ৯.৮৭৬৫৪ < ১০।",৮
সূচক,28,(৫⁻¹)² কী?,৫,২৫,১/২৫,১/৫,C,(৫⁻¹)² = ৫^(-১ \times ২) = ৫⁻² = \frac{১}{৫²} = \frac{১}{২৫}।,২
লগারিদম,29,"যদি \(\log_{২} x = -৩\) হয়, তবে x কী?",৮,১/২,১/৮,২,C,"\(\log_{২} x = -৩\) মানে ২⁻³ = x, তাই x = \frac{১}{২³} = \frac{১}{৮}।",১
লগারিদমিক পদ্ধতি,30,\(\log_{১০} ০.০০০০০৮৯\) এর মান কী?,০,−৬,−৫,−৭,B,"০.০০০০০৮৯ = ৮.৯ \times ১০⁻⁶ (৫টি শূন্য), মান = -(৫+১) = −৬।",৩
সূচক,31,(২⁴ / ২²) সরলীকরণ করুন।,২²,২⁶,১/২⁴,২¹,A,২⁴ / ২² = ২^(৪-২) = ২² = ৪।,৪
লগারিদম,32,\(\log_{৩} (৯ \times ৩)\) সরলীকরণ করুন।,২,৩,৪,১,B,\(\log_{৩} (৯ \times ৩) = \log_{৩} ৯ + \log_{৩} ৩ = ২ + ১ = ৩\)।,৬
লগারিদমিক পদ্ধতি,33,০.০০০০০১২৩ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,১.২৩ \times ১০⁻⁶,০.১২৩ \times ১০⁻⁵,১.২৩ \times ১০⁻⁵,০.০১২৩ \times ১০⁻⁶,A,"০.০০০০১২৩ = ১.২৩ \times ১০⁻⁶, যেখানে ১ \leq ১.২৩ < ১০।",৯
সূচক,34,(২³ \times ৪²) / (২² \times ৪¹) সরলীকরণ করুন।,২¹ \times ৪¹,২³ \times ৪²,৮,৩২,A,(২³ \times ৪²) / (২² \times ৪¹) = ২^(৩-২) \times ৪^(২-১) = ২¹ \times ৪¹।,১
লগারিদম,35,২ \times \(\log_{১০} ১০\) সরলীকরণ করুন।,০,১,২,১০,C,"২ \times \(\log_{১০} ১০ = ২ \times ১ = ২\), যেহেতু \(\log_{১০} ১০ = ১\)।",৫
লগারিদমিক পদ্ধতি,36,\(\log_{১০} ১২৩.৪৫\) এর মান কী?,০,১,২,৩,C,"১২৩.৪৫ = ১.২৩৪৫ \times ১০², মান = ৩-১ = ২।",৭
সূচক,37,"(২	⁻²)³ কী?",২⁻⁶,২⁶,"২	⁻²",২^(-৮),A,(২⁻²)³ = ২^(-২ \times ৩) = ২⁻⁶।,১০
লগারিদম,38,"যদি \(\log_{x} ৮১ = ৪\) হয়, তবে x কী?",৯,৩,২৭,৪,B,"\(\log_{x} ৮১ = ৪\) মানে x⁴ = ৮১, তাই x = ৩ (৮১ = ৩⁴)।",৩
লগারিদমিক পদ্ধতি,39,৭৮৯০০০০ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৭.৮৯ \times ১০⁶,৭৮.৯ \times ১০⁵,০.৭৮৯ \times ১০⁷,৭.৮৯ \times ১০⁵,A,"৭৮৯০০০০ = ৭.৮৯ \times ১০⁶, যেখানে ১ \leq ৭.৮৯ < ১০।",২
সূচক,40,৯^(১/২) সরলীকরণ করুন।,৩,৯,৬,১/৩,A,৯^(১/২) = \sqrt{৯} = ৩।,৮
লগারিদম,41,\(\log_{১০} (১০⁴)\) সরলীকরণ করুন।,৩,৪,৫,২,B,\(\log_{১০} (১০⁴) = ৪ \times \log_{১০} ১০ = ৪ \times ১ = ৪\)।,৭
লগারিদমিক পদ্ধতি,42,\(\log_{১০} ০.০৫৬\) এর মান কী?,০,১,−২,−১,C,"০.০৫৬ = ৫.৬ \times ১০⁻² (১টি শূন্য), মান = -(১+১) = −২।",৪
সূচক,43,(৪² \times ৪⁻¹) সরলীকরণ করুন।,৪¹,৪³,১/৪²,৪²,A,৪² \times ৪⁻¹ = ৪^(২-১) = ৪¹ = ৪।,৯
লগারিদম,44,\(\log_{২} (\frac{৩২}{৮})\) সরলীকরণ করুন।,২,৩,৪,১,A,\(\log_{২} (\frac{৩২}{৮}) = \log_{২} ৩২ - \log_{২} ৮ = ৫ - ৩ = ২\)।,১
লগারিদমিক পদ্ধতি,45,০.০০০০৬৭ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৬.৭ \times ১০⁻⁵,০.৬৭ \times ১০⁻⁴,৬.৭ \times ১০⁻⁴,০.০৬৭ \times ১০⁻⁵,A,"০.০০০০৬৭ = ৬.৭ \times ১০⁻⁵, যেখানে ১ \leq ৬.৭ < ১০।",৩
সূচক,46,(৩⁻¹ \times ৩²) কী?,৩³,১/৩²,৩¹,৩²,C,৩⁻¹ \times ৩² = ৩^(-১+২) = ৩¹ = ৩।,২
লগারিদম,47,"যদি \(\log_{১০} x = -১\) হয়, তবে x কী?",০.০১,১,০.১,১০,C,"\(\log_{১০} x = -১\) মানে ১০⁻¹ = x, তাই x = ০.১।",৭
লগারিদমিক পদ্ধতি,48,\(\log_{১০} ২৩৪.৫৬৭\) এর মান কী?,১,২,৩,০,B,"২৩৪.৫৬৭ = ২.৩৪৫৬৭ \times ১০², মান = ৩-১ = ২।",৫
সূচক,49,(৫⁴ / ৫⁶) সরলীকরণ করুন।,৫²,১/৫²,৫¹০,"৫	⁻²",D,৫⁴ / ৫⁶ = ৫^(৪-৬) = ৫⁻² = \frac{১}{৫²}।,৮
লগারিদম,50,\(\log_{৩} (৮১²)\) কী?,৮,৩,৪,৬,A,\(\log_{৩} (৮১²) = ২ \times \log_{৩} ৮১ = ২ \times ৪ = ৮\)।,৪
লগারিদমিক পদ্ধতি,51,১২৩৪৫৬৭ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,১.২৩৪৫৬৭ \times ১০⁶,১২.৩৪৫৬৭ \times ১০⁵,০.১২৩৪৫৬৭ \times ১০⁷,১.২৩৪৫৬৭ \times ১০⁵,A,"১২৩৪৫৬৭ = ১.২৩৪৫৬৭ \times ১০⁶, যেখানে ১ \leq ১.২৩৪৫৬৭ < ১০।",১
সূচক,52,(২²)^(৩/২) সরলীকরণ করুন।,৮,৪,১৬,২,A,(২²)^(৩/২) = ২^(২ \times \frac{৩}{২}) = ২³ = ৮।,৬
লগারিদম,53,\(\log_{৫} (২৫ \times ৫)\) সরলীকরণ করুন।,৩,২,৪,১,A,\(\log_{৫} (২৫ \times ৫) = \log_{৫} ২৫ + \log_{৫} ৫ = ২ + ১ = ৩\)।,৯
লগারিদমিক পদ্ধতি,54,\(\log_{১০} ০.০০০০০৭৮\) এর মান কী?,০,−৭,−৬,−৮,B,"০.০০০০০৭৮ = ৭.৮ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",২
সূচক,55,"(৪	⁻²)² কী?",৪⁴,৪⁻⁴,৪²,"৪	⁻²",B,(৪⁻²)² = ৪^(-২ \times ২) = ৪⁻⁴ = \frac{১}{৪⁴}।,৩
লগারিদম,56,"যদি \(\log_{x} ১৬ = ৪\) হয়, তবে x কী?",৪,১৬,২,৮,C,"\(\log_{x} ১৬ = ৪\) মানে x⁴ = ১৬, তাই x = ২ (১৬ = ২⁴)।",১০
লগারিদমিক পদ্ধতি,57,০.০০০৪৫ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৪.৫ \times ১০⁻⁴,০.৪৫ \times ১০⁻³,৪.৫ \times ১০⁻³,০.০৪৫ \times ১০⁻⁴,A,"০.০০৪৫ = ৪.৫ \times ১০⁻⁴, যেখানে ১ \leq ৪.৫ < ১০।",৭
সূচক,58,(৩⁵ \times ৩⁻³) সরলীকরণ করুন।,৩²,৩⁸,১/৩⁵,৩¹,A,৩⁵ \times ৩⁻³ = ৩^(৫-৩) = ৩² = ৯।,৪
লগারিদম,59,\(\log_{১০} (\frac{১০০}{১০০০})\) সরলীকরণ করুন।,১,০,−১,−২,C,\(\log_{১০} (\frac{১০০}{১০০০}) = \log_{১০} ১০০ - \log_{১০} ১০০০ = ২ - ৩ = −১\)।,৫
লগারিদমিক পদ্ধতি,60,\(\log_{১০} ৬৭৮.৯০\) এর মান কী?,৩,০,২,১,C,"৬৭৮.৯০ = ৬.৭৮৯০ \times ১০², মান = ৩-১ = ২।",৮
সূচক,61,প্রমাণ করুন (২³ \times ২^n) / ২^(n+১) = ২²।,২^n,২²,২³,২¹,B,(২³ \times ২^n) / ২^(n+১) = ২^(৩+n-(n+১)) = ২^(৩+n-n-১) = ২²।,১০
লগারিদম,62,\(\log_{২} (৪ \times ৮)\) কী?,৫,৪,৩,৬,A,\(\log_{২} (৪ \times ৮) = \log_{২} ৪ + \log_{২} ৮ = ২ + ৩ = ৫\)।,১
লগারিদমিক পদ্ধতি,63,২৩৪৫৬৭ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,২.৩৪৫৬৭ \times ১০⁵,২৩.৪৫৬৭ \times ১০⁴,০.২৩৪৫৬৭ \times ১০⁶,২.৩৪৫৬৭ \times ১০⁴,A,"২৩৪৫৬৭ = ২.৩৪৫৬৭ \times ১০⁵, যেখানে ১ \leq ২.৩৪৫৬৭ < ১০।",৬
সূচক,64,(৫²)^(১/২) সরলীকরণ করুন।,২৫,৫,৫^(১/২),৫²,B,(৫²)^(১/২) = ৫^(২ \times \frac{১}{২}) = ৫¹ = ৫।,২
লগারিদম,65,\(\log_{৩} (\frac{২৭}{৯})\) সরলীকরণ করুন।,১,২,৩,০,A,\(\log_{৩} (\frac{২৭}{৯}) = \log_{৩} ২৭ - \log_{৩} ৯ = ৩ - ২ = ১\)।,৭
লগারিদমিক পদ্ধতি,66,\(\log_{১০} ০.০০১২৩\) এর মান কী?,০,−৫,−৪,−৬,B,"০.০০০১২৩ = ১.২৩ \times ১০⁻⁵ (৪টি শূন্য), মান = -(৪+১) = −৫।",৪
সূচক,67,(২³ \times ৪²) / (২¹ \times ৪¹) কী?,২² \times ৪¹,৮,৩২,২¹ \times ৪¹,D,(২³ \times ৪²) / (২¹ \times ৪¹) = ২^(৩-১) \times ৪^(২-১) = ২² \times ৪¹।,৯
লগারিদম,68,"যদি \(\log_{x} ২৫ = ২\) হয়, তবে x কী?",২৫,১০,৫,১২৫,C,"\(\log_{x} ২৫ = ২\) মানে x² = ২৫, তাই x = ৫ (x > ০)।",৩
লগারিদমিক পদ্ধতি,69,০.০০৮৯ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৮.৯ \times ১০⁻⁴,০.৮৯ \times ১০⁻³,৮.৯ \times ১০⁻³,০.০৮৯ \times ১০⁻⁴,A,"০.০০৮৯ = ৮.৯ \times ১০⁻⁴, যেখানে ১ \leq ৮.৯ < ১০।",৫
সূচক,70,"(৪	⁻² \times ৪³) সরলীকরণ করুন।",৪¹,৪⁻¹,৪⁵,১/৪³,A,৪⁻² \times ৪³ = ৪^(-২+৩) = ৪¹ = ৪।,১
লগারিদম,71,\(\log_{১০} (১০০ \times ১০০০)\) কী?,৪,৩,৫,২,C,\(\log_{১০} (১০০ \times ১০০০) = \log_{১০} ১০০ + \log_{১০} ১০০০ = ২ + ৩ = ৫\)।,৮
লগারিদমিক পদ্ধতি,72,\(\log_{১০} ৩৪৫৬.৭৮\) এর মান কী?,২,১,৩,৪,C,"৩৪৫৬.৭৮ = ৩.৪৫৬৭৮ \times ১০³, মান = ৪-১ = ৩।",১০
সূচক,73,(৬² / ৬⁴) সরলীকরণ করুন।,৬⁶,১/৬²,৬²,"৬	⁻²",D,৬² / ৬⁴ = ৬^(২-৪) = ৬⁻² = \frac{১}{৬²}।,৬
লগারিদম,74,\(\log_{২} (১৬²)\) কী?,৮,৪,১২,৬,A,\(\log_{২} (১৬²) = ২ \times \log_{২} ১৬ = ২ \times ৪ = ৮\)।,২
লগারিদমিক পদ্ধতি,75,৫৬৭৮৯০ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৫.৬৭৮৯ \times ১০⁵,৫৬.৭৮৯ \times ১০⁴,০.৫৬৭৮৯ \times ১০⁶,৫.৬৭৮৯ \times ১০⁴,A,"৫৬৭৮৯০ = ৫.৬৭৮৯ \times ১০⁵, যেখানে ১ \leq ৫.৬৭৮৯ < ১০।",৭
সূচক,76,(৩³)^(২/৩) সরলীকরণ করুন।,৯,২৭,৩,৮১,A,(৩³)^(২/৩) = ৩^(৩ \times \frac{২}{৩}) = ৩² = ৯।,৪
লগারিদম,77,\(\log_{৫} (১২৫ \times ২৫)\) সরলীকরণ করুন।,৪,৩,৫,৬,C,\(\log_{৫} (১২৫ \times ২৫) = \log_{৫} ১২৫ + \log_{৫} ২৫ = ৩ + ২ = ৫\)।,৯
লগারিদমিক পদ্ধতি,78,\(\log_{১০} ০.০০০০০৬৭\) এর মান কী?,০,−৭,−৬,−৮,B,"০.০০০০০৬৭ = ৬.৭ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",৩
সূচক,79,"(৫	⁻²)³ কী?",৫⁶,৫⁻⁶,"৫	⁻²",৫^(-৯),B,(৫⁻²)³ = ৫^(-২ \times ৩) = ৫⁻⁶।,৫
লগারিদম,80,"যদি \(\log_{x} ২৭ = ৩\) হয়, তবে x কী?",৯,২৭,৩,৬,C,"\(\log_{x} ২৭ = ৩\) মানে x³ = ২৭, তাই x = ৩ (২৭ = ৩³)।",১
লগারিদমিক পদ্ধতি,81,০.০০১২৩ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,১.২৩ \times ১০⁻⁴,০.১২৩ \times ১০⁻³,১.২৩ \times ১০⁻³,০.০১২৩ \times ১০⁻⁴,A,"০.০০১২৩ = ১.২৩ \times ১০⁻⁴, যেখানে ১ \leq ১.২৩ < ১০।",৮
সূচক,82,(৬³ \times ৬⁻¹) সরলীকরণ করুন।,৬²,৬⁴,১/৬³,৬¹,A,৬³ \times ৬⁻¹ = ৬^(৩-১) = ৬²।,২
লগারিদম,83,\(\log_{১০} (\frac{১০০০}{১০})\) সরলীকরণ করুন।,৩,২,১,০,B,\(\log_{১০} (\frac{১০০০}{১০}) = \log_{১০} ১০০০ - \log_{১০} ১০ = ৩ - ১ = ২\)।,৬
লগারিদমিক পদ্ধতি,84,\(\log_{১০} ৭৮৯.০১\) এর মান কী?,০,১,২,৩,C,"৭৮৯.০১ = ৭.৮৯০১ \times ১০², মান = ৩-১ = ২।",৪
সূচক,85,(৪⁵ / ৪⁶) সরলীকরণ করুন।,৪¹১,১/৪⁴,৪¹,৪⁻¹,D,৪⁵ / ৪⁶ = ৪^(৫-৬) = ৪⁻¹ = \frac{১}{৪}।,৯
লগারিদম,86,\(\log_{২} (৬৪²)\) কী?,১২,৬,১৮,৮,A,\(\log_{২} (৬৪²) = ২ \times \log_{২} ৬৪ = ২ \times ৬ = ১২\)।,৩
লগারিদমিক পদ্ধতি,87,১২৩৪৫৬৭৮ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,১.২৩৪৫৬৭৮ \times ১০⁷,১২.৩৪৫৬৭৮ \times ১০⁶,০.১২৩৪৫৬৭৮ \times ১০⁸,১.২৩৪৫৬৭৮ \times ১০⁶,A,"১২৩৪৫৬৭৮ = ১.২৩৪৫৬৭৮ \times ১০⁷, যেখানে ১ \leq ১.২৩৪৫৬৭৮ < ১০।",৫
সূচক,88,(২³ \times ২²) / ২⁴ সরলীকরণ করুন।,২⁵,২²,২³,২¹,D,(২³ \times ২²) / ২⁴ = ২^(৩+২-৪) = ২¹ = ২।,৭
লগারিদম,89,\(\log_{৩} (২৭ \times ৮১)\) সরলীকরণ করুন।,৬,৫,৭,৮,C,\(\log_{৩} (২৭ \times ৮১) = \log_{৩} ২৭ + \log_{৩} ৮১ = ৩ + ৪ = ৭\)।,১০
লগারিদমিক পদ্ধতি,90,\(\log_{১০} ০.০০০০০৪৫\) এর মান কী?,০,−৭,−৬,−৮,B,"০.০০০০০৪৫ = ৪.৫ \times ১০⁻⁷ (৬টি শূন্য), মান = -(৬+১) = −৭।",১
সূচক,91,"(৩	⁻²)² কী?",৩⁴,৩⁻⁴,৩⁻²,৩⁻⁶,B,(৩⁻²)² = ৩^(-২ \times ২) = ৩⁻⁴।,৮
লগারিদম,92,"যদি \(\log_{x} ৮ = ৩\) হয়, তবে x কী?",৪,৮,২,১৬,C,"\(\log_{x} ৮ = ৩\) মানে x³ = ৮, তাই x = ২ (৮ = ২³)।",২
লগারিদমিক পদ্ধতি,93,০.০০০৬৭ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,৬.৭ \times ১০⁻⁵,০.৬৭ \times ১০⁻⁴,৬.৭ \times ১০⁻⁴,০.০৬৭ \times ১০⁻⁵,A,"০.০০০৬৭ = ৬.৭ \times ১০⁻⁵, যেখানে ১ \leq ৬.৭ < ১০।",৬
সূচক,94,"(৫⁴ \times ৫	⁻²) সরলীকরণ করুন।",৫²,৫⁶,১/৫⁴,৫¹,A,৫⁴ \times ৫⁻² = ৫^(৪-২) = ৫²।,৪
লগারিদম,95,\(\log_{১০} (\frac{১০}{১০০০})\) সরলীকরণ করুন।,১,০,−২,−১,C,\(\log_{১০} (\frac{১০}{১০০০}) = \log_{১০} ১০ - \log_{১০} ১০০০ = ১ - ৩ = −২\)।,৯
লগারিদমিক পদ্ধতি,96,\(\log_{১০} ১২৩৪.৫৬৭\) এর মান কী?,৪,১,৩,২,C,"১২৩৪.৫৬৭ = ১.২৩৪৫৬৭ \times ১০³, মান = ৪-১ = ৩।",৩
সূচক,97,প্রমাণ করুন (৪³ \times ৪^n) / ৪^(n+১) = ৪²।,৪^n,৪³,৪¹,৪²,D,(৪³ \times ৪^n) / ৪^(n+১) = ৪^(৩+n-(n+১)) = ৪^(৩+n-n-১) = ৪²।,১০
লগারিদম,98,\(\log_{৫} (২৫²)\) কী?,৩,৪,৬,২,B,\(\log_{৫} (২৫²) = ২ \times \log_{৫} ২৫ = ২ \times ২ = ৪\)।,৫
লগারিদমিক পদ্ধতি,99,২৩৪৫৬৭৮ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,২.৩৪৫৬৭৮ \times ১০⁶,২৩.৪৫৬৭৮ \times ১০⁵,০.২৩৪৫৬৭৮ \times ১০⁷,২.৩৪৫৬৭৮ \times ১০⁵,A,"২৩৪৫৬৭৮ = ২.৩৪৫৬৭৮ \times ১০⁶, যেখানে ১ \leq ২.৩৪৫৬৭৮ < ১০।",২
সূচক,100,(৬² \times ৬³) / ৬⁴ সরলীকরণ করুন।,৬⁵,৬²,৬³,৬¹,D,(৬² \times ৬³) / ৬⁴ = ৬^(২+৩-৪) = ৬¹ = ৬।,৭
লগারিদম,101,\(\log_{২} (৩২ \times ৬৪)\) সরলীকরণ করুন।,১১,১০,৯,১২,A,\(\log_{২} (৩২ \times ৬৪) = \log_{২} ৩২ + \log_{২} ৬৪ = ৫ + ৬ = ১১\)।,৪
লগারিদমিক পদ্ধতি,102,\(\log_{১০} ০.০০০৫৬\) এর মান কী?,০,−৫,−৪,−৬,B,"০.০০০৫৬ = ৫.৬ \times ১০⁻⁵ (৪টি শূন্য), মান = -(৪+১) = −৫।",৮
সূচক,103,(২⁴)^(৩/২) সরলীকরণ করুন।,৬৪,৮,৪,৩২,A,(২⁴)^(৩/২) = ২^(৪ \times \frac{৩}{২}) = ২⁶ = ৬৪।,৬
লগারিদম,104,"যদি \(\log_{x} ৩৬ = ২\) হয়, তবে x কী?",৩৬,১২,৪,৬,D,"\(\log_{x} ৩৬ = ২\) মানে x² = ৩৬, তাই x = ৬ (x > ০)।",১
লগারিদমিক পদ্ধতি,105,০.০০১২৩৪ কে বৈজ্ঞানিক সংখ্যাপ্রকাশে প্রকাশ করুন।,১.২৩৪ \times ১০⁻⁴,০.১২৩৪ \times ১০⁻³,১.২৩৪ \times ১০⁻³,০.০১২৩৪ \times ১০⁻⁴,A,"০.০০১২৩৪ = ১.২৩৪ \times ১০⁻⁴, যেখানে ১ \leq ১.২৩৪ < ১০।",৯
সূচক,106,(৪⁶ \times ৪⁻³) সরলীকরণ করুন।,৪³,৪⁹,১/৪⁶,৪²,A,৪⁶ \times ৪⁻³ = ৪^(৬-৩) = ৪³।,৩
লগারিদম,107,\(\log_{১০} (\frac{১০০০০}{১০০০})\) সরলীকরণ করুন।,২,১,৩,০,B,\(\log_{১০} (\frac{১০০০০}{১০০০}) = \log_{১০} ১০০০০ - \log_{১০} ১০০০ = ৪ - ৩ = ১\)।,১০
লগারিদমিক পদ্ধতি,108,\(\log_{১০} ৫৬৭.৮৯\) এর মান কী?,০,১,২,৩,C,"৫৬৭.৮৯ = ৫.৬৭৮৯ \times ১০², মান = ৩-১ = ২।",৫
সূচক,109,(৫³ / ৫⁴) সরলীকরণ করুন।,৫⁷,১/৫³,৫²,৫⁻¹,D,৫³ / ৫⁴ = ৫^(৩-৪) = ৫⁻¹ = \frac{১}{৫}।,২
