Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
অসমতার ব্যবহার,30,x কেজি মাছ ১২০ টাকা/কেজি; মোট খরচ < ৬০০। x এর মান কী?,x < 5,x > 5,x ≤ 5,x ≥ 5,A,120x < 600; x < 5।,5
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,31,x + y < 4 অসমতার গ্রাফ কোন অংশে?,y = 4 - x এর উপরে,y = 4 - x এর নিচে,y = 4 - x এর উপরে এবং রেখায়,y = 4 - x এর নিচে এবং রেখায়,B,"(0, 0) এ x + y = 0 < 4; নিচের অংশ।",1
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,32,x ≥ 2 অসমতার গ্রাফ কী?,x = 2 এর বামে,x = 2 এর ডানে,x = 2 এর ডানে এবং রেখায়,x = 2 এর বামে এবং রেখায়,C,"(3, 0) এ x = 3 ≥ 2; ডানে এবং রেখায়।",1
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,33,y ≤ 3 অসমতার গ্রাফ কোন অংশে?,y = 3 এর উপরে,y = 3 এর নিচে,y = 3 এর উপরে এবং রেখায়,y = 3 এর নিচে এবং রেখায়,D,"(0, 2) এ y = 2 ≤ 3; নিচে এবং রেখায়।",2
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,34,2x - y > 2 অসমতার গ্রাফ কী?,y = 2x - 2 এর নিচে,y = 2x - 2 এর উপরে,y = 2x - 2 এর উপরে এবং রেখায়,y = 2x - 2 এর নিচে এবং রেখায়,B,"(2, 0) এ 2x - y = 4 > 2; উপরের অংশ।",2
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,35,x + 2y ≤ 6 অসমতার গ্রাফ কী?,y = (6 - x)/2 এর উপরে,y = (6 - x)/2 এর নিচে,y = (6 - x)/2 এর উপরে এবং রেখায়,y = (6 - x)/2 এর নিচে এবং রেখায়,D,"(0, 0) এ x + 2y = 0 ≤ 6; নিচে এবং রেখায়।",3
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,36,y < x + 2 অসমতার গ্রাফ কোন অংশে?,y = x + 2 এর উপরে,y = x + 2 এর নিচে,y = x + 2 এর উপরে এবং রেখায়,y = x + 2 এর নিচে এবং রেখায়,B,"(0, 0) এ y = 0 < 2; নিচের অংশ।",3
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,37,3x + y ≥ 9 অসমতার গ্রাফ কী?,y = 9 - 3x এর নিচে,y = 9 - 3x এর উপরে,y = 9 - 3x এর উপরে এবং রেখায়,y = 9 - 3x এর নিচে এবং রেখায়,C,"(3, 0) এ 3x + y = 9 ≥ 9; উপরে এবং রেখায়।",4
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,38,x - y ≤ 1 অসমতার গ্রাফ কোন অংশে?,y = x - 1 এর উপরে,y = x - 1 এর নিচে,y = x - 1 এর উপরে এবং রেখায়,y = x - 1 এর নিচে এবং রেখায়,D,"(0, 0) এ x - y = 0 ≤ 1; নিচে এবং রেখায়।",4
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,39,y ≥ 2x অসমতার গ্রাফ কী?,y = 2x এর নিচে,y = 2x এর উপরে,y = 2x এর উপরে এবং রেখায়,y = 2x এর নিচে এবং রেখায়,C,"(1, 3) এ y = 3 ≥ 2; উপরে এবং রেখায়।",5
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,40,2x + 3y < 12 অসমতার গ্রাফ কী?,y = (12 - 2x)/3 এর উপরে,y = (12 - 2x)/3 এর নিচে,y = (12 - 2x)/3 এর উপরে এবং রেখায়,y = (12 - 2x)/3 এর নিচে এবং রেখায়,B,"(0, 0) এ 2x + 3y = 0 < 12; নিচের অংশ।",5
অসমতার ধারণা,41,যদি a < b এবং c > d > 0 হয় তবে কোনটি সত্য?,ac < bd,ac > bd,a/c < b/d,কোনটিই নয়,C,c > 0 এবং d > 0 হলে a/c < b/d।,6
অসমতার ধারণা,42,যদি a > b > 0 এবং c < 0 হয় তবে কোনটি সত্য?,ac > bc,ac < bc,a/c > b/c,কোনটিই নয়,B,c < 0 হলে গুণে অসমতার দিক উল্টে যায়।,6
অসমতার ধারণা,43,যদি a ≤ b এবং c < 0 হয় তবে কোনটি সঠিক?,ac ≤ bc,ac ≥ bc,a/c ≤ b/c,কোনটিই নয়,B,c < 0 হলে গুণে অসমতার দিক উল্টে যায়।,7
অসমতার ধারণা,44,যদি a < b < c এবং d < 0 হয় তবে কোনটি সত্য?,ad > bd > cd,ad < bd < cd,a/d > b/d > c/d,কোনটিই নয়,C,d < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,7
অসমতার ধারণা,45,যদি a > b এবং c < d < 0 হয় তবে কোনটি সত্য?,ac > bd,ac < bd,a/c < b/d,কোনটিই নয়,B,c < 0 এবং d < 0 হলে গুণে দিক উল্টে যায়।,8
অসমতার ধারণা,46,যদি a < b < c < 0 হয় তবে কোনটি সঠিক?,a/c > b/c > c/c,a/c < b/c < c/c,ac < bc < cc,কোনটিই নয়,A,c < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,8
অসমতার ধারণা,47,যদি a > b > 0 এবং c < d < 0 হয় তবে কোনটি সত্য?,ac > bd,ac < bd,a/c < b/d,কোনটিই নয়,B,c < 0 এবং d < 0 হলে গুণে দিক উল্টে যায়।,9
অসমতার ধারণা,48,যদি a ≤ b ≤ c এবং d < 0 হয় তবে কোনটি সঠিক?,ad ≥ bd ≥ cd,ad ≤ bd ≤ cd,a/d ≥ b/d ≥ c/d,কোনটিই নয়,C,d < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,9
অসমতার ধারণা,49,যদি a < b এবং c < d < 0 হয় তবে কোনটি সত্য?,ac > bd,ac < bd,a/c > b/d,কোনটিই নয়,C,c < 0 এবং d < 0 হলে ভাগে দিক উল্টে যায়।,10
অসমতার ধারণা,50,যদি a > b > c > 0 এবং d < 0 হয় তবে কোনটি সত্য?,ad > bd > cd,ad < bd < cd,a/d > b/d > c/d,কোনটিই নয়,C,d < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,10
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,51,5 - x > 2 সমাধান করুন।,x < 3,x > 3,x ≤ 3,x ≥ 3,A,-x > -3; x < 3।,6
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,52,2x/3 - 1 ≤ 1 সমাধান করুন।,x ≤ 6,x ≥ 6,x < 6,x > 6,A,2x/3 ≤ 2; x ≤ 6।,6
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,53,3x + 2 < x + 8 সমাধান করুন।,x < 3,x > 3,x ≤ 3,x ≥ 3,A,2x < 6; x < 3।,7
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,54,-3(x - 2) ≤ 9 সমাধান করুন।,x ≥ 1,x ≤ 1,x > 1,x < 1,A,-3x + 6 ≤ 9; x ≥ 1।,7
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,55,x/5 + 3 > 4 সমাধান করুন।,x > 5,x < 5,x ≥ 5,x ≤ 5,A,x/5 > 1; x > 5।,8
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,56,4(x - 1) < 2x + 2 সমাধান করুন।,x < 3,x > 3,x ≤ 3,x ≥ 3,A,4x - 4 < 2x + 2; x < 3।,8
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,57,2 - 3x ≥ x - 6 সমাধান করুন।,x ≤ 2,x ≥ 2,x < 2,x > 2,A,2 - 3x ≥ x - 6; x ≤ 2।,9
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,58,(x + 2)/2 - 1 < 2 সমাধান করুন।,x < 6,x > 6,x ≤ 6,x ≥ 6,A,(x + 2)/2 < 3; x < 6।,9
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,59,5x - 4 ≤ 2x + 5 সমাধান করুন।,x ≤ 3,x ≥ 3,x < 3,x > 3,A,3x ≤ 9; x ≤ 3।,10
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,60,2(x + 3) > x + 7 সমাধান করুন।,x > 1,x < 1,x ≥ 1,x ≤ 1,A,2x + 6 > x + 7; x > 1।,10
অসমতার ব্যবহার,61,একটি বাস x কিমি/ঘণ্টা বেগে চলে; ৪০ < x ≤ ৮০। নিচের কোনটি সঠিক?,x ≤ 40,x > 80,40 ≤ x ≤ 80,40 < x ≤ 80,D,বেগ ৪০ থেকে ৮০ কিমি/ঘণ্টার মধ্যে।,6
অসমতার ব্যবহার,62,x কেজি ফল ৯০ টাকা/কেজি; মোট খরচ ≤ ৪৫০। x এর মান কী?,x ≤ 5,x ≥ 5,x < 5,x > 5,A,90x ≤ 450; x ≤ 5।,6
অসমতার ব্যবহার,63,একটি ট্রেন x কিমি চলে; ৩০০ ≤ x < ৬০০। নিচের কোনটি সঠিক?,x < 300,x ≥ 600,300 ≤ x < 600,300 < x ≤ 600,C,দূরত্ব ৩০০ থেকে ৬০০ কিমির মধ্যে।,7
অসমতার ব্যবহার,64,x টি বই ৬০ টাকা; মোট খরচ < ৩৬০। x এর মান কী?,x < 6,x > 6,x ≤ 6,x ≥ 6,A,60x < 360; x < 6।,7
অসমতার ব্যবহার,65,একটি ছাত্র x নম্বর পেয়েছে; ৭০ ≤ x ≤ ৯৫। নিচের কোনটি সঠিক?,x < 70,x > 95,70 < x < 95,70 ≤ x ≤ 95,D,নম্বর ৭০ থেকে ৯৫ এর মধ্যে।,8
অসমতার ব্যবহার,66,x কেজি চিনি ৭০ টাকা/কেজি; মোট খরচ ≤ ৩৫০। x এর মান কী?,x ≤ 5,x ≥ 5,x < 5,x > 5,A,70x ≤ 350; x ≤ 5।,8
অসমতার ব্যবহার,67,একটি গাড়ি x কিমি/ঘণ্টা বেগে চলে; ৫০ < x < ৯০। নিচের কোনটি সঠিক?,x ≤ 50,x ≥ 90,50 ≤ x ≤ 90,50 < x < 90,D,বেগ ৫০ থেকে ৯০ কিমি/ঘণ্টার মধ্যে।,9
অসমতার ব্যবহার,68,x টি টিকিট ৩০ টাকা; মোট খরচ < ২৪০। x এর মান কী?,x < 8,x > 8,x ≤ 8,x ≥ 8,A,30x < 240; x < 8।,9
অসমতার ব্যবহার,69,একটি ট্রেন x কিমি চলে; ৪০০ < x ≤ ৮০০। নিচের কোনটি সঠিক?,x ≤ 400,x > 800,400 ≤ x ≤ 800,400 < x ≤ 800,D,দূরত্ব ৪০০ থেকে ৮০০ কিমির মধ্যে।,10
অসমতার ব্যবহার,70,x কেজি মাছ ১৫০ টাকা/কেজি; মোট খরচ ≤ ৭৫০। x এর মান কী?,x ≤ 5,x ≥ 5,x < 5,x > 5,A,150x ≤ 750; x ≤ 5।,10
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,71,x - 2y > 2 অসমতার গ্রাফ কী?,y = (x - 2)/2 এর উপরে,y = (x - 2)/2 এর নিচে,y = (x - 2)/2 এর উপরে এবং রেখায়,y = (x - 2)/2 এর নিচে এবং রেখায়,B,"(3, 0) এ x - 2y = 3 > 2; নিচের অংশ।",6
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,72,y < x - 1 অসমতার গ্রাফ কোন অংশে?,y = x - 1 এর উপরে,y = x - 1 এর নিচে,y = x - 1 এর উপরে এবং রেখায়,y = x - 1 এর নিচে এবং রেখায়,B,"(0, 0) এ y = 0 < -1; নিচের অংশ।",6
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,73,2x - y ≤ 4 অসমতার গ্রাফ কী?,y = 2x - 4 এর উপরে,y = 2x - 4 এর নিচে,y = 2x - 4 এর উপরে এবং রেখায়,y = 2x - 4 এর নিচে এবং রেখায়,D,"(0, 0) এ 2x - y = 0 ≤ 4; নিচে এবং রেখায়।",7
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,74,y ≥ x + 1 অসমতার গ্রাফ কী?,y = x + 1 এর নিচে,y = x + 1 এর উপরে,y = x + 1 এর উপরে এবং রেখায়,y = x + 1 এর নিচে এবং রেখায়,C,"(0, 2) এ y = 2 ≥ 1; উপরে এবং রেখায়।",7
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,75,3x + 2y < 12 অসমতার গ্রাফ কী?,y = (12 - 3x)/2 এর উপরে,y = (12 - 3x)/2 এর নিচে,y = (12 - 3x)/2 এর উপরে এবং রেখায়,y = (12 - 3x)/2 এর নিচে এবং রেখায়,B,"(0, 0) এ 3x + 2y = 0 < 12; নিচের অংশ।",8
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,76,x + y ≥ 5 অসমতার গ্রাফ কী?,y = 5 - x এর নিচে,y = 5 - x এর উপরে,y = 5 - x এর উপরে এবং রেখায়,y = 5 - x এর নিচে এবং রেখায়,C,"(3, 3) এ x + y = 6 ≥ 5; উপরে এবং রেখায়।",8
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,77,2x - 3y > 6 অসমতার গ্রাফ কী?,y = (2x - 6)/3 এর উপরে,y = (2x - 6)/3 এর নিচে,y = (2x - 6)/3 এর উপরে এবং রেখায়,y = (2x - 6)/3 এর নিচে এবং রেখায়,B,"(4, 0) এ 2x - 3y = 8 > 6; নিচের অংশ।",9
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,78,y ≤ 3x - 2 অসমতার গ্রাফ কী?,y = 3x - 2 এর উপরে,y = 3x - 2 এর নিচে,y = 3x - 2 এর উপরে এবং রেখায়,y = 3x - 2 এর নিচে এবং রেখায়,D,"(1, 0) এ y = 0 ≤ 1; নিচে এবং রেখায়।",9
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,79,x + 4y ≤ 8 অসমতার গ্রাফ কী?,y = (8 - x)/4 এর উপরে,y = (8 - x)/4 এর নিচে,y = (8 - x)/4 এর উপরে এবং রেখায়,y = (8 - x)/4 এর নিচে এবং রেখায়,D,"(0, 0) এ x + 4y = 0 ≤ 8; নিচে এবং রেখায়।",10
দুই চলকবিশিষ্ট রৈখিক অসমতা এবং গ্রাফ অঙ্কন,80,y > 2x + 1 অসমতার গ্রাফ কী?,y = 2x + 1 এর নিচে,y = 2x + 1 এর উপরে,y = 2x + 1 এর উপরে এবং রেখায়,y = 2x + 1 এর নিচে এবং রেখায়,B,"(0, 2) এ y = 2 > 1; উপরের অংশ।",10
অসমতার ধারণা,81,যদি a > b হয় তবে নিচের কোনটি সত্য?,a < b,b > a,a = b,কোনটিই নয়,B,অসমতার নিয়মে; a > b হলে b > a।,1
অসমতার ধারণা,82,যদি a < b এবং c > 0 হয় তবে কোনটি সত্য?,ac > bc,ac < bc,a/c > b/c,কোনটিই নয়,B,c > 0 হলে গুণে অসমতার দিক অপরিবর্তিত।,1
অসমতার ধারণা,83,যদি a > b এবং c < 0 হয় তবে কোনটি সঠিক?,ac > bc,ac < bc,a/c < b/c,কোনটিই নয়,B,c < 0 হলে গুণে অসমতার দিক উল্টে যায়।,2
অসমতার ধারণা,84,যদি a ≥ b হয় তবে কোনটি সঠিক?,a > b,a = b,a < b,উভয় a এবং b,D,a ≥ b মানে a > b বা a = b।,2
অসমতার ধারণা,85,যদি a < b < c হয় তবে কোনটি সত্য?,a > c,b > c,a < c,কোনটিই নয়,C,ট্রানজিটিভ নিয়মে; a < b এবং b < c হলে a < c।,3
অসমতার ধারণা,86,যদি a > b এবং d > 0 হয় তবে কোনটি সত্য?,ad < bd,ad > bd,a/d < b/d,কোনটিই নয়,B,d > 0 হলে গুণে অসমতার দিক অপরিবর্তিত।,3
অসমতার ধারণা,87,যদি a < b এবং c < 0 হয় তবে কোনটি সঠিক?,a/c > b/c,a/c < b/c,ac < bc,কোনটিই নয়,A,c < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,4
অসমতার ধারণা,88,যদি a ≤ b এবং b ≤ c হয় তবে কোনটি সত্য?,a ≥ c,a ≤ c,a = c,কোনটিই নয়,B,ট্রানজিটিভ নিয়মে; a ≤ b এবং b ≤ c হলে a ≤ c।,4
অসমতার ধারণা,89,যদি a > b > c হয় তবে কোনটি সত্য?,a < c,a > c,c > b,কোনটিই নয়,B,ট্রানজিটিভ নিয়মে; a > b এবং b > c হলে a > c।,5
অসমতার ধারণা,90,যদি a < b এবং c < d < 0 হয় তবে কোনটি সত্য?,ac > bd,ac < bd,a/c > b/d,কোনটিই নয়,C,c < 0 এবং d < 0 হলে ভাগে দিক উল্টে যায়।,5
অসমতার ধারণা,91,যদি a > b এবং c > 0 হয় তবে কোনটি সত্য?,a/c < b/c,ac < bc,a/c > b/c,কোনটিই নয়,C,c > 0 হলে ভাগে অসমতার দিক অপরিবর্তিত।,6
অসমতার ধারণা,92,যদি a < b এবং c < 0 হয় তবে কোনটি সত্য?,ac > bc,ac < bc,a/c < b/c,কোনটিই নয়,A,c < 0 হলে গুণে অসমতার দিক উল্টে যায়।,6
অসমতার ধারণা,93,যদি a ≤ b এবং c > 0 হয় তবে কোনটি সঠিক?,ac ≤ bc,ac ≥ bc,a/c ≥ b/c,কোনটিই নয়,A,c > 0 হলে গুণে অসমতার দিক অপরিবর্তিত।,7
অসমতার ধারণা,94,যদি a < b < c এবং d > 0 হয় তবে কোনটি সত্য?,ad < bd < cd,ad > bd > cd,a/d < b/d < c/d,কোনটিই নয়,C,d > 0 হলে ভাগে অসমতার দিক অপরিবর্তিত।,7
অসমতার ধারণা,95,যদি a > b > c এবং d < 0 হয় তবে কোনটি সত্য?,ad > bd > cd,ad < bd < cd,a/d > b/d > c/d,কোনটিই নয়,C,d < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,8
অসমতার ধারণা,96,যদি a < b এবং c < d < 0 হয় তবে কোনটি সত্য?,ac < bd,ac > bd,a/c < b/d,কোনটিই নয়,B,c < 0 এবং d < 0 হলে গুণে দিক উল্টে যায়।,8
অসমতার ধারণা,97,যদি a > b > 0 এবং c < 0 হয় তবে কোনটি সত্য?,ac > bc,ac < bc,a/c > b/c,কোনটিই নয়,B,c < 0 হলে গুণে অসমতার দিক উল্টে যায়।,9
অসমতার ধারণা,98,যদি a ≤ b ≤ c এবং d < 0 হয় তবে কোনটি সঠিক?,ad ≥ bd ≥ cd,ad ≤ bd ≤ cd,a/d ≥ b/d ≥ c/d,কোনটিই নয়,C,d < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,9
অসমতার ধারণা,99,যদি a < b < c < 0 হয় তবে কোনটি সত্য?,a/c > b/c > c/c,a/c < b/c < c/c,ac < bc < cc,কোনটিই নয়,A,c < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,10
অসমতার ধারণা,100,যদি a > b > c > 0 এবং d < 0 হয় তবে কোনটি সত্য?,ad > bd > cd,ad < bd < cd,a/d > b/d > c/d,কোনটিই নয়,C,d < 0 হলে ভাগে অসমতার দিক উল্টে যায়।,10
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,101,x + 5 < 10 সমাধান করুন।,x < 5,x > 5,x ≤ 5,x ≥ 5,A,x < 5; সমাধান সঠিক।,1
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,102,4x > 12 সমাধান করুন।,x > 3,x < 3,x ≥ 3,x ≤ 3,A,4x > 12; x > 3।,1
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,103,2x - 4 ≤ 0 সমাধান করুন।,x ≤ 2,x ≥ 2,x < 2,x > 2,A,2x ≤ 4; x ≤ 2।,2
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,104,-x + 3 > 1 সমাধান করুন।,x < 2,x > 2,x ≤ 2,x ≥ 2,A,-x > -2; x < 2।,2
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,105,3x + 6 < 15 সমাধান করুন।,x < 3,x > 3,x ≤ 3,x ≥ 3,A,3x < 9; x < 3।,3
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,106,2(x - 2) ≥ 4 সমাধান করুন।,x ≥ 4,x ≤ 4,x > 4,x < 4,A,2x - 4 ≥ 4; x ≥ 4।,3
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,107,x/3 + 2 ≤ 4 সমাধান করুন।,x ≤ 6,x ≥ 6,x < 6,x > 6,A,x/3 ≤ 2; x ≤ 6।,4
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,108,-3x + 6 > 0 সমাধান করুন।,x < 2,x > 2,x ≤ 2,x ≥ 2,A,-3x > -6; x < 2।,4
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,109,5x - 2 > 2x + 4 সমাধান করুন।,x > 2,x < 2,x ≥ 2,x ≤ 2,A,3x > 6; x > 2।,5
এক চলকবিশিষ্ট রৈখিক অসমতার সমাধান,110,3(x + 1) < x + 7 সমাধান করুন।,x < 2,x > 2,x ≤ 2,x ≥ 2,A,3x + 3 < x + 7; x < 2।,5
