Subtopic ,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty 
মূলদ ও অমূলদ সূচক,12,(a²b³)⁴ এর মান কত?,a⁶b⁷,a⁸b¹²,a¹²b⁸,a²b³,B,সূচকের নিয়মে; (a²b³)⁴ = a^{2×4}b^{3×4} = a⁸b¹²।,3
মূলদ ও অমূলদ সূচক,13,2^{√3} × 2^{2-√3} এর মান কত?,2,4,8,16,B,সূচকের নিয়মে; 2^{√3 + (2-√3)} = 2² = 4।,4
মূলদ ও অমূলদ সূচক,14,(-27)^{2/3} এর মান কত?,9,-9,27,-27,A,(-27)^{2/3} = (√[3]{-27})² = (-3)² = 9।,4
মূলদ ও অমূলদ সূচক,15,(3^{1/2} × 3^{1/3}) ÷ 3^{1/6} এর মান কত?,3^{1/3},3^{2/3},3^{1/2},3^{5/6},B,সূচকের নিয়মে; 3^{1/2 + 1/3 - 1/6} = 3^{2/3}।,4
মূলদ ও অমূলদ সূচক,16,√[4]{81} এর মান কত?,3,9,27,81,A,81 = 3⁴; √[4]{81} = 3।,4
মূলদ ও অমূলদ সূচক,17,2^{1+√2} ÷ 2^{√2} এর মান কত?,2,4,8,16,A,সূচকের নিয়মে; 2^{1+√2 - √2} = 2¹ = 2।,5
মূলদ ও অমূলদ সূচক,18,(a^{1/3}b^{1/2})⁶ ÷ a²b³ এর মান কত?,1,a/b,b/a,a²b³,A,সূচকের নিয়মে; (a^{1/3×6}b^{1/2×6}) ÷ a²b³ = a²b³ ÷ a²b³ = 1।,5
মূলদ ও অমূলদ সূচক,19,3^{√5} ÷ 3^{1.414} এর আনুমানিক মান কত (√5 ≈ 2.236)?,3,2.5,1.2,1,B, (ক্যালকুলেটর ব্যবহার করে)।,5
মূলদ ও অমূলদ সূচক,20,√[6]{64} × √[3]{8} এর মান কত?,4,8,16,32,A,64^{1/6} × 8^{1/3} = 2 × 2 = 4।,5
মূলদ ও অমূলদ সূচক,21,(2^{1/2} × 4^{1/4}) ÷ 8^{1/6} এর মান কত?,2^{1/3},2^{2/3},2^{1/2},2^{5/6},C,সূচকের নিয়মে; (2^{1/2} × 2^{2/4}) ÷ 2^{3/6} = 2^{1/2}।,6
মূলদ ও অমূলদ সূচক,22,a^{2/3} × a^{4/3} ÷ a^{1/3} এর মান কত?,a,a²,a^{5/3},a^{7/3},C,সূচকের নিয়মে; a^{2/3 + 4/3 - 1/3} = a^{5/3}।,6
মূলদ ও অমূলদ সূচক,23,(-64)^{1/3} এর মান কত?,-4,4,-8,8,A,(-64)^{1/3} = √[3]{-64} = -4।,6
মূলদ ও অমূলদ সূচক,24,(a^{√2} × a^{1-√2}) ÷ a^{1/2} এর মান কত?,a^{1/2},a^{√2},a^{1-√2},a^{1/2-√2},A,সূচকের নিয়মে; a^{√2 + 1-√2 - 1/2} = a^{1/2}।,6
মূলদ ও অমূলদ সূচক,25,(2^{√3} × 4^{√3/2}) ÷ 8^{√3/3} এর মান কত?,1,2^√3,4,8,B,সূচকের নিয়মে; (2^{√3} × 2^{√3}) ÷ 2^{√3} = 2^√3।,7
মূলদ ও অমূলদ সূচক,26,(a^{2/√5} × a^{3/√5}) ÷ a^{1/√5} এর মান কত?,a^{4/√5},a^{5/√5},a^{6/√5},a^{7/√5},A,সূচকের নিয়মে; a^{2/√5 + 3/√5 - 1/√5} = a^{4/√5}।,7
মূলদ ও অমূলদ সূচক,27,√[7]{128} এর মান কত?,2,4,8,16,A,128 = 2⁷; √[7]{128} = 2।,7
মূলদ ও অমূলদ সূচক,28,(3^{2/√2} × 9^{1/√2}) ÷ 27^{1/√2} এর মান কত?,1,3^{1/√2},3^{2/√2},3^{3/√2},B,সূচকের নিয়মে; (3^{2/√2} × 3^{2/√2}) ÷ 3^{3/√2} = 3^{1/√2}।,8
মূলদ ও অমূলদ সূচক,29,(a^{√3} × b^{√3}) ÷ (ab)^{√3/2} এর মান কত?,a^{√3/2}b^{√3/2},a^{√3}b^{√3},1,a^{√3/2}/b^{√3/2},A,সূচকের নিয়মে; (a^{√3} × b^{√3}) ÷ (a^{√3/2}b^{√3/2}) = a^{√3/2}b^{√3/2}।,8
মূলদ ও অমূলদ সূচক,30,(-125)^{2/3} এর মান কত?,25,-25,125,-125,A,(-125)^{2/3} = (√[3]{-125})² = (-5)² = 25।,8
মূলদ ও অমূলদ সূচক,31,(2^{√5} × 4^{√5/2}) ÷ 8^{√5/3} এর মান কত?,1,2^√5,4,8,B,সূচকের নিয়মে; (2^{√5} × 2^{√5}) ÷ 2^{√5} = 2^√5।,9
মূলদ ও অমূলদ সূচক,32,(a^{√2/2} × b^{√2/2}) ÷ (ab)^{√2/4} এর মান কত?,a^{√2/4}b^{√2/4},a^{√2/2}b^{√2/2},1,a^{√2/4}/b^{√2/4},A,সূচকের নিয়মে; (a^{√2/2} × b^{√2/2}) ÷ (a^{√2/4}b^{√2/4}) = a^{√2/4}b^{√2/4}।,9
লগারিদম ও তাদের বৈশিষ্ট্য,33,লগারিদমের সংজ্ঞা কী?,a^x = b হলে x = log_a b,a^x = b হলে x = log_b a,b^x = a হলে x = log_a b,a^x = b হলে x = log_b x,A,লগারিদমের সংজ্ঞা অনুসারে; a^x = b হলে x = log_a b।,1
লগারিদম ও তাদের বৈশিষ্ট্য,34,log_2 8 এর মান কত?,2,3,4,8,B,2³ = 8; log_2 8 = 3।,1
লগারিদম ও তাদের বৈশিষ্ট্য,35,log_10 1000 এর মান কত?,2,3,4,1000,B,10³ = 1000; log_10 1000 = 3।,1
লগারিদম ও তাদের বৈশিষ্ট্য,36,log_5 (1/25) এর মান কত?,-2,2,-5,5,A,5^{-2} = 1/25; log_5 (1/25) = -2।,1
লগারিদম ও তাদের বৈশিষ্ট্য,37,log_3 9 + log_3 3 এর মান কত?,3,4,5,6,A,লগারিদমের নিয়মে; log_3 (9 × 3) = log_3 27 = 3।,2
লগারিদম ও তাদের বৈশিষ্ট্য,38,log_4 64 ÷ log_4 4 এর মান কত?,1,2,3,4,C,লগারিদমের নিয়মে; log_4 64 = 3; log_4 4 = 1; 3 ÷ 1 = 3।,2
লগারিদম ও তাদের বৈশিষ্ট্য,39,log_2 (16 × 4) এর মান কত?,4,5,6,7,C,লগারিদমের নিয়মে; log_2 (16 × 4) = log_2 64 = 6।,2
লগারিদম ও তাদের বৈশিষ্ট্য,40,log_10 (100/10) এর মান কত?,1,2,3,4,A,লগারিদমের নিয়মে; log_10 (100/10) = log_10 10 = 1।,2
লগারিদম ও তাদের বৈশিষ্ট্য,41,log_5 25² এর মান কত?,2,4,5,10,B,লগারিদমের নিয়মে; log_5 (25²) = 2 log_5 25 = 2 × 2 = 4।,3
লগারিদম ও তাদের বৈশিষ্ট্য,42,log_3 (27/9) এর মান কত?,1,2,3,4,A,লগারিদমের নিয়মে; log_3 (27/9) = log_3 3 = 1।,3
লগারিদম ও তাদের বৈশিষ্ট্য,43,log_2 8 + log_4 16 এর মান কত?,4,5,6,7,B,log_2 8 = 3; log_4 16 = 2; 3 + 2 = 5।,3
লগারিদম ও তাদের বৈশিষ্ট্য,44,log_10 (10 × 100) এর মান কত?,2,3,4,5,B,লগারিদমের নিয়মে; log_10 (10 × 100) = log_10 1000 = 3।,3
লগারিদম ও তাদের বৈশিষ্ট্য,45,log_2 32 ÷ log_2 4 এর মান কত?,2,3,4,5,A,লগারিদমের নিয়মে; log_2 32 = 5; log_2 4 = 2; 5 ÷ 2 = 2.5 ≈ 2।,4
লগারিদম ও তাদের বৈশিষ্ট্য,46,log_5 (125/25) এর মান কত?,1,2,3,4,A,লগারিদমের নিয়মে; log_5 (125/25) = log_5 5 = 1।,4
লগারিদম ও তাদের বৈশিষ্ট্য,47,log_3 81^{1/2} এর মান কত?,1,2,3,4,B,লগারিদমের নিয়মে; log_3 (81^{1/2}) = 1/2 log_3 81 = 1/2 × 4 = 2।,4
লগারিদম ও তাদের বৈশিষ্ট্য,48,log_2 (8 × 16) ÷ log_2 2 এর মান কত?,6,7,8,9,B,লগারিদমের নিয়মে; log_2 (8 × 16) = 7; log_2 2 = 1; 7 ÷ 1 = 7 ।,4
লগারিদম ও তাদের বৈশিষ্ট্য,49,log_10 (1000/100) × log_10 10 এর মান কত?,1,2,3,4,A,লগারিদমের নিয়মে; log_10 (1000/100) = 2; log_10 10 = 1।,5
লগারিদম ও তাদের বৈশিষ্ট্য,50,log_5 (25 × 5) ÷ log_5 5 এর মান কত?,2,3,4,5,B,লগারিদমের নিয়মে; log_5 (25 × 5) = 3; log_5 5 = 1; 3 ÷ 1 = 3।,5
লগারিদম ও তাদের বৈশিষ্ট্য,51,log_2 (64/8) × log_2 2 এর মান কত?,2,3,4,5,B,লগারিদমের নিয়মে; log_2 (64/8) = 3; log_2 2 = 1; 3 × 1 = 3।,5
লগারিদম ও তাদের বৈশিষ্ট্য,52,log_3 (9 × 27) ÷ log_3 3 এর মান কত?,4,5,6,7,C,লগারিদমের নিয়মে; log_3 (9 × 27) = 5; log_3 3 = 1; 5 ÷ 1 = 5।,5
লগারিদম ও তাদের বৈশিষ্ট্য,53,log_a (b/c) + log_a c = ?,log_a b,log_a (b/c),log_a (c/b),log_a (b × c),A,লগারিদমের নিয়মে; log_a (b/c) + log_a c = log_a b।,6
লগারিদম ও তাদের বৈশিষ্ট্য,54,log_2 (16/4) × log_4 16 এর মান কত?,4,6,8,10,A,লগারিদমের নিয়মে; log_2 (16/4) = 2; log_4 16 = 2; 2 × 2 = 4।,6
লগারিদম ও তাদের বৈশিষ্ট্য,55,log_5 (125 × 25) ÷ log_5 25 এর মান কত?,2.5,3,4,5,A,লগারিদমের নিয়মে; log_5 (125 × 25) = 3; log_5 25 = 2; 5 /2 = 2.5|,6
লগারিদম ও তাদের বৈশিষ্ট্য,56,log_3 (81/27) × log_3 9 এর মান কত?,2,3,4,6,B,লগারিদমের নিয়মে; log_3 (81/27) = 1; log_3 9 = 2; 1 × 2 = 2।,6
লগারিদম ও তাদের বৈশিষ্ট্য,57,log_a (a²b) ÷ log_a b এর মান কত?,1,2,3,4,B,লগারিদমের নিয়মে; log_a (a²b) = 2 + log_a b; ÷ log_a b = 2।,7
লগারিদম ও তাদের বৈশিষ্ট্য,58,log_2 (32 × 8) ÷ log_2 8 এর মান কত?,4,5,6,3,D,লগারিদমের নিয়মে; log_2 (32 × 8) = 5; log_2 8 = 3; 8 ÷ 3 = 2.67 ≈ 3।,7
লগারিদম ও তাদের বৈশিষ্ট্য,59,log_10 (100 × 1000) ÷ log_10 100 এর মান কত?,2,3,4,2.5,D,লগারিদমের নিয়মে; log_10 (100 × 1000) = 5; log_10 100 = 2; 5 ÷ 2 ≈ 2.5।,7
লগারিদম ও তাদের বৈশিষ্ট্য,60,log_a (a/b) + log_a b = ?,log_a a,log_a b,log_a (a × b),log_a (b/a),A,লগারিদমের নিয়মে; log_a (a/b) + log_a b = log_a a।,7
লগারিদম ও তাদের বৈশিষ্ট্য,61,log_5 (625/125) × log_5 5 এর মান কত?,1,2,3,4,A,লগারিদমের নিয়মে; log_5 (625/125) = 2; log_5 5 = 1।,8
লগারিদম ও তাদের বৈশিষ্ট্য,62,log_2 (64/16) × log_4 64 এর মান কত?,6,8,10,12,A,লগারিদমের নিয়মে; log_2 (64/16) = 2; log_4 64 = 3; 2 × 3 = 6।,8
লগারিদম ও তাদের বৈশিষ্ট্য,63,log_a (a³b²) ÷ log_a (ab) এর মান কত?,2,3,4,5,B,লগারিদমের নিয়মে; log_a (a³b²) = 3 + 2 log_a b; log_a (ab) = 1 + log_a b; = 3।,8
লগারিদম ও তাদের বৈশিষ্ট্য,64,log_3 (243/81) × log_3 27 এর মান কত?,3,4,5,6,C,লগারিদমের নিয়মে; log_3 (243/81) = 1; log_3 27 = 3; 1 × 3 = 3।,8
লগারিদম ও তাদের বৈশিষ্ট্য,65,log_a (a^√2 b) ÷ log_a b এর মান কত?,√2,2,3,4,A,লগারিদমের নিয়মে; log_a (a^√2 b) = √2 + log_a b; ÷ log_a b = √2।,9
লগারিদম ও তাদের বৈশিষ্ট্য,66,log_2 (128/32) × log_4 16 এর মান কত?,4,6,8,10,A,লগারিদমের নিয়মে; log_2 (128/32) = 2; log_4 16 = 2; 2 × 2 = 4।,9
লগারিদম ও তাদের বৈশিষ্ট্য,67,log_a (a^√3 b²) ÷ log_a (ab²) এর মান কত?,√3,2,3,4,A,লগারিদমের নিয়মে; log_a (a^√3 b²) = √3 + 2 log_a b; log_a (ab²) = 1 + 2 log_a b; = √3।,9
লগারিদম ও তাদের বৈশিষ্ট্য,68,log_5 (625 × 125) ÷ log_5 125 এর মান কত?,2,3,4,5,A,লগারিদমের নিয়মে; log_5 (625 × 125) / log_5 125 =  7 ÷ 3 = 2.33 = 2।,9
লগারিদম ও তাদের বৈশিষ্ট্য,69,log_a (a^√2 b^√2) ÷ log_a (ab) এর মান কত?,√2,2,3,4,A,লগারিদমের নিয়মে; log_a (a^√2 b^√2) = √2 + √2 log_a b; log_a (ab) = 1 + log_a b; = √2।,10
লগারিদম ও তাদের বৈশিষ্ট্য,70,log_2 (256/64) × log_4 256 এর মান কত?,8,10,12,14,A,লগারিদমের নিয়মে; log_2 (256/64) = 2; log_4 256 = 4; 2 × 4 = 8।,10
লগারিদম ও তাদের বৈশিষ্ট্য,71,log_a (a^√5 b^√5) ÷ log_a (a^√5 b) এর মান কত?,√5,2,3,4,A,লগারিদমের নিয়মে; log_a (a^√5 b^√5) = √5 + √5 log_a b; log_a (a^√5 b) = √5 + log_a b; = √5।,10
লগারিদম ও তাদের বৈশিষ্ট্য,72,log_3 (729/243) × log_3 81 এর মান কত?,3,4,6,8,B,লগারিদমের নিয়মে; log_3 (729/243) = 1; log_3 81 = 4; 1 × 4 = 4।,10
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",73,f(x) = 2^x ফাংশনের ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],(0;1),B,সূচকীয় ফাংশনের ডোমেইন সকল বাস্তব সংখ্যা; (-∞;∞)।,1
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",74,f(x) = 2^x ফাংশনের পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],A,সূচকীয় ফাংশনের পরিসর ধনাত্মক বাস্তব সংখ্যা; (0;∞)।,1
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",75,f(x) = log_2 x ফাংশনের ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],A,লগারিদমিক ফাংশনের ডোমেইন ধনাত্মক বাস্তব সংখ্যা; (0;∞)।,1
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",76,f(x) = log_2 x ফাংশনের পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],B,লগারিদমিক ফাংশনের পরিসর সকল বাস্তব সংখ্যা; (-∞;∞)।,1
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",77,f(x) = 3^x এর গ্রাফ কোন বিন্দু দিয়ে যায়?,(0;1),(1;0),(0;0),(1;1),A,x = 0 হলে; 3^0 = 1; বিন্দু (0;1)।,2
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",78,f(x) = log_10 x এর গ্রাফ কোন বিন্দু দিয়ে যায়?,(0;1),(1;0),(0;0),(1;1),B,x = 1 হলে; log_10 1 = 0; বিন্দু (1;0)।,2
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",79,f(x) = 2^x এর বিপরীত ফাংশন কী?,log_2 x,2^{-x},x²,1/2^x,A,সূচকীয় ফাংশনের বিপরীত হল লগারিদমিক ফাংশন; log_2 x।,2
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",80,f(x) = log_3 x এর বিপরীত ফাংশন কী?,3^x,log_x 3,3^{-x},1/3^x,A,লগারিদমিক ফাংশনের বিপরীত হল সূচকীয় ফাংশন; 3^x।,2
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",81,f(x) = 2^{x+1} এর গ্রাফ কোন দিকে সরে?,ডানে,বামে,উপরে,নিচে,B,x+1 বামে দিকে 1 একক সরায়।,3
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",82,f(x) = log_2 (x-1) এর ডোমেইন কী?,(1;∞),(-∞;1],[-∞;1],[0;∞],A,লগারিদমের জন্য x-1 > 0; ডোমেইন (1;∞)।,3
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",83,f(x) = 3^{-x} এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],A,সূচকীয় ফাংশনের পরিসর ধনাত্মক; (0;∞)।,3
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",84,f(x) = log_10 (x+2) এর ডোমেইন কী?,(-2;∞),[-2;∞],(-∞;-2],[0;∞],A,লগারিদমের জন্য x+2 > 0; ডোমেইন (-2;∞)।,3
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",85,f(x) = 2^{x-1} এর গ্রাফ কোন দিকে সরে?,ডানে,বামে,উপরে,নিচে,A,x-1 ডানে 1 একক সরায়।,4
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",86,f(x) = log_2 (x/2) এর ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],[0;2],A,লগারিদমের জন্য x/2 > 0; ডোমেইন (0;∞)।,4
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",87,f(x) = 3^{2x} এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],A,সূচকীয় ফাংশনের পরিসর ধনাত্মক; (0;∞)।,4
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",88,f(x) = log_5 (x-3) এর ডোমেইন কী?,(3;∞),[-3;∞],(-∞;3],[0;∞],A,লগারিদমের জন্য x-3 > 0; ডোমেইন (3;∞)।,4
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",89,f(x) = 2^{x/2} এর গ্রাফের বৈশিষ্ট্য কী?,বাড়ছে,কমছে,ধ্রুব,অপরিবর্তিত,A,a > 1 হলে সূচকীয় ফাংশন বাড়ে।,5
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",90,f(x) = log_2 (2x) এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],B,লগারিদমিক ফাংশনের পরিসর সকল বাস্তব সংখ্যা; (-∞;∞)।,5
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",91,f(x) = 3^{x+2} এর গ্রাফ কোন দিকে সরে?,ডানে,বামে,উপরে,নিচে,B,x+2 বামে 2 একক সরায়।,5
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",92,f(x) = log_10 (x/3) এর ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],[0;3],A,লগারিদমের জন্য x/3 > 0; ডোমেইন (0;∞)।,5
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",93,f(x) = 2^{-x+1} এর গ্রাফের বৈশিষ্ট্য কী?,বাড়ছে,কমছে,ধ্রুব,অপরিবর্তিত,B,a < 1 হলে সূচকীয় ফাংশন কমে।,6
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",94,f(x) = log_2 (x+1) এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],B,লগারিদমিক ফাংশনের পরিসর সকল বাস্তব সংখ্যা; (-∞;∞)।,6
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",95,f(x) = 3^{2x-1} এর গ্রাফ কোন দিকে সরে?,ডানে,বামে,উপরে,নিচে,A,2x-1 ডানে 1/2 একক সরায়।,6
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",96,f(x) = log_5 (2x) এর ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],[0;2],A,লগারিদমের জন্য 2x > 0; ডোমেইন (0;∞)।,6
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",97,f(x) = 2^{x/3} এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],A,সূচকীয় ফাংশনের পরিসর ধনাত্মক; (0;∞)।,7
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",98,f(x) = log_3 (x-2) এর ডোমেইন কী?,(2;∞),[-2;∞],(-∞;2],[0;∞],A,লগারিদমের জন্য x-2 > 0; ডোমেইন (2;∞)।,7
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",99,f(x) = 3^{-x-1} এর গ্রাফ কোন দিকে সরে?,ডানে,বামে,উপরে,নিচে,B,  -x-1 বামে 1 একক সরায়।,7
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",100,f(x) = log_10 (3x) এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],B,লগারিদমিক ফাংশনের পরিসর সকল বাস্তব সংখ্যা; (-∞;∞)।,7
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",101,f(x) = 2^{2x+1} এর গ্রাফ কোন দিকে সরে?,ডানে,বামে,উপরে,নিচে,B,2x+1 বামে 1 একক সরায়।,8
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",102,f(x) = log_2 (x/4) এর ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],[0;4],A,লগারিদমের জন্য x/4 > 0; ডোমেইন (0;∞)।,8
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",103,f(x) = 3^{x/2-1} এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],A,সূচকীয় ফাংশনের পরিসর ধনাত্মক; (0;∞)।,8
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",104,f(x) = log_5 (x+3) এর ডোমেইন কী?,(-3;∞),[-3;∞],(-∞;-3],[0;∞],A,লগারিদমের জন্য x+3 > 0; ডোমেইন (-3;∞)।,8
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",105,f(x) = 2^{-x/2} এর গ্রাফের বৈশিষ্ট্য কী?,বাড়ছে,কমছে,ধ্রুব,অপরিবর্তিত,B,a < 1 হলে সূচকীয় ফাংশন কমে।,9
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",106,f(x) = log_2 (4x) এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],B,লগারিদমিক ফাংশনের পরিসর সকল বাস্তব সংখ্যা; (-∞;∞)।,9
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",107,f(x) = 3^{2x-2} এর গ্রাফ কোন দিকে সরে?,ডানে,বামে,উপরে,নিচে,A,2x-2 ডানে 1 একক সরায়।,9
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",108,f(x) = log_10 (x-4) এর ডোমেইন কী?,(4;∞),[-4;∞],(-∞;4],[0;∞],A,লগারিদমের জন্য x-4 > 0; ডোমেইন (4;∞)।,9
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",109,f(x) = 2^{x/3+1} এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],A,সূচকীয় ফাংশনের পরিসর ধনাত্মক; (0;∞)।,10
"সূচকীয়, লগারিদমীয় ফাংশন ও ফাংশনের লেখচিত্র",110,f(x) = log_3 (5x) এর ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],[0;5],A,লগারিদমের জন্য 5x > 0; ডোমেইন (0;∞)।,10
পরম মান ফাংশন,111,f(x) = |x| এর ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],B,পরম মান ফাংশন সকল বাস্তব সংখ্যার জন্য সংজ্ঞায়িত।,1
পরম মান ফাংশন,112,f(x) = |x| এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],D,পরম মান ফাংশনের পরিসর অ-ঋণাত্মক; [0;∞)।,1
পরম মান ফাংশন,113,f(x) = |x| এর গ্রাফ কোন বিন্দু দিয়ে যায়?,(0;0),(1;0),(0;1),(1;1),A,x = 0 হলে; |0| = 0; বিন্দু (0;0)।,1
পরম মান ফাংশন,114,|-3| এর মান কত?,3,-3,0,9,A,পরম মান সবসময় অ-ঋণাত্মক; |-3| = 3।,1
পরম মান ফাংশন,115,f(x) = |x-2| এর ডোমেইন কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],B,পরম মান ফাংশন সকল বাস্তব সংখ্যার জন্য সংজ্ঞায়িত।,2
পরম মান ফাংশন,116,f(x) = |x+1| এর পরিসর কী?,(0;∞),(-∞;∞),[-∞;∞],[0;∞],D,পরম মান ফাংশনের পরিসর অ-ঋণাত্মক; [0;∞)।,2
পরম মান ফাংশন,117,f(x) = |x-1| এর গ্রাফ কোন বিন্দু দিয়ে যায়?,(0;0),(1;0),(0;1),(1;1),B,x = 1 হলে; |1-1| = 0; বিন্দু (1;0)।,2
