Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
সসীম সেট ও অসীম সেট,143,{x | x হলো 1 থেকে 5 পর্যন্ত জোড় সংখ্যা} কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,ইউনিভার্সাল সেট,A,"জোড় সংখ্যা {2, 4}, তাই সসীম সেট।",4
সসীম সেট ও অসীম সেট,144,"A = {1, 2, 3} হলে A এর পাওয়ার সেটের উপাদান সংখ্যা কত?",4,6,8,0,C,"3টি উপাদান, তাই পাওয়ার সেটে 2^3 = 8টি উপসেট।",4
সসীম সেট ও অসীম সেট,145,অসীম সেটের কার্ডিনাল সংখ্যা কী?,নির্দিষ্ট সংখ্যা,অসীম,0,1,B,"অসীম সেটের উপাদান অসংখ্য, তাই কার্ডিনাল সংখ্যা অসীম।",4
সসীম সেট ও অসীম সেট,146,{x | x হলো 100 এর কম বিজোড় সংখ্যা} কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"100 এর কম বিজোড় সংখ্যা নির্দিষ্ট, তাই সসীম সেট।",5
সসীম সেট ও অসীম সেট,147,রাশিচক্রের সকল রাশির সেট কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,ইউনিভার্সাল সেট,A,"12টি রাশি আছে, তাই সসীম সেট।",5
সসীম সেট ও অসীম সেট,148,"A = {1, 2}, B = {3, 4} হলে A ∪ B কোন ধরনের সেট?",সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"A ∪ B = {1, 2, 3, 4}, 4টি উপাদান, তাই সসীম।",5
সসীম সেট ও অসীম সেট,149,"N = {1, 2, 3, ...} এবং A = {1, 2} হলে N − A কোন ধরনের সেট?",সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,B,"N − A = {3, 4, ...}, অসংখ্য উপাদান, তাই অসীম।",5
সেটের ধারণা,15,"A = {1, 2}, B = {3, 4} হলে A ∩ B = ?","{1, 2, 3, 4}","{1, 2}","{3, 4}",∅,D,"কোনো সাধারণ উপাদান নেই, তাই A ∩ B = ∅।",4
সসীম সেট ও অসীম সেট,150,{x | x হলো 10 এর কম মৌলিক সংখ্যা} কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"মৌলিক সংখ্যা {2, 3, 5, 7}, তাই সসীম সেট।",6
সসীম সেট ও অসীম সেট,151,"A = {1, 2, 3} হলে A এর পাওয়ার সেট কোন ধরনের সেট?",সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"পাওয়ার সেটে 2^3 = 8টি উপসেট, তাই সসীম।",6
সসীম সেট ও অসীম সেট,152,বাস্তব সংখ্যার সেট R কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,B,"বাস্তব সংখ্যা অসংখ্য, তাই অসীম সেট।",6
সসীম সেট ও অসীম সেট,153,{x | x হলো 1 থেকে 20 পর্যন্ত সংখ্যার গুণনীয়ক} কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"গুণনীয়কের সংখ্যা নির্দিষ্ট, তাই সসীম সেট।",6
সসীম সেট ও অসীম সেট,154,"A = {1, 2}, B = {1, 2, 3, ...} হলে A ∩ B কোন ধরনের সেট?",সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"A ∩ B = {1, 2}, 2টি উপাদান, তাই সসীম সেট।",7
সসীম সেট ও অসীম সেট,155,দুটি সসীম সেটের ইউনিয়ন কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"দুটি সসীম সেটের ইউনিয়নে উপাদান সীমিত, তাই সসীম।",7
সসীম সেট ও অসীম সেট,156,দুটি অসীম সেটের ছেদ কোন ধরনের সেট হতে পারে?,সসীম বা অসীম,শুধু সসীম,শুধু অসীম,শূন্য সেট,A,অসীম সেটের ছেদ সসীম (যেমন {1}) বা অসীম হতে পারে।,7
সসীম সেট ও অসীম সেট,157,{x | x হলো 50 এর কম পূর্ণসংখ্যা} কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"50 এর কম পূর্ণসংখ্যা নির্দিষ্ট, তাই সসীম।",7
সসীম সেট ও অসীম সেট,158,"U = {1, 2, 3, 4, 5}, A = {1, 2} হলে A' কোন ধরনের সেট?",সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"A' = {3, 4, 5}, 3টি উপাদান, তাই সসীম।",8
সসীম সেট ও অসীম সেট,159,{x | x হলো জোড় প্রাকৃতিক সংখ্যা} কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,B,"জোড় প্রাকৃতিক সংখ্যা অসংখ্য, তাই অসীম।",8
সেটের ধারণা,16,"ইউনিভার্সাল সেট U = {1, 2, 3, 4}, A = {1, 2} হলে A' = ?","{3, 4}","{1, 2}","{1, 2, 3, 4}",∅,A,"A' হলো ইউনিভার্সাল সেটে A এর বাইরের উপাদান, তাই {3, 4}।",4
সসীম সেট ও অসীম সেট,160,দুটি সসীম সেট A ও B এর A − B কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"A − B তে A এর কিছু উপাদান থাকে, তাই সসীম।",8
সসীম সেট ও অসীম সেট,161,অসীম সেটের উপসেট কোন ধরনের সেট হতে পারে?,সসীম বা অসীম,শুধু সসীম,শুধু অসীম,শূন্য সেট,A,"যেমন, N এর উপসেট {1} সসীম, কিন্তু N অসীম।",8
সসীম সেট ও অসীম সেট,162,"A = {1, 2, 3}, B = {4, 5} হলে A Δ B কোন ধরনের সেট?",সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"A Δ B = {1, 2, 3, 4, 5}, 5টি উপাদান, তাই সসীম।",9
সসীম সেট ও অসীম সেট,163,{x | x হলো 100 এর কম সংখ্যার বর্গ} কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"বর্গগুলো {1, 4, 9, ..., 81}, তাই সসীম।",9
সসীম সেট ও অসীম সেট,164,"N = {1, 2, 3, ...} হলে N এর পাওয়ার সেট কোন ধরনের সেট?",সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,B,"N অসীম, তাই এর পাওয়ার সেটও অসীম।",9
সসীম সেট ও অসীম সেট,165,{x | x হলো 1 থেকে 100 পর্যন্ত মৌলিক সংখ্যা} কোন ধরনের সেট?,সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,A,"100 এর কম মৌলিক সংখ্যা নির্দিষ্ট, তাই সসীম।",9
সসীম সেট ও অসীম সেট,166,দুটি অসীম সেটের ইউনিয়ন কোন ধরনের সেট?,অসীম সেট,সসীম সেট,শূন্য সেট,একক সেট,A,অসীম সেটের ইউনিয়ন অসীম হয়।,10
সসীম সেট ও অসীম সেট,167,"N = {1, 2, 3, ...}, A = {2, 4, 6, ...} হলে N − A কোন ধরনের সেট?",সসীম সেট,অসীম সেট,শূন্য সেট,একক সেট,B,"N − A = {1, 3, 5, ...}, অসংখ্য উপাদান, তাই অসীম।",10
সসীম সেট ও অসীম সেট,168,অসীম সেট A এর A ∪ A কোন ধরনের সেট?,অসীম সেট,সসীম সেট,শূন্য সেট,একক সেট,A,"A ∪ A = A, এবং A অসীম, তাই অসীম সেট।",10
সসীম সেট ও অসীম সেট,169,অসীম সেটের সাথে সসীম সেটের ইউনিয়ন কোন ধরনের সেট?,অসীম সেট,সসীম সেট,শূন্য সেট,একক সেট,A,"অসীম সেটের উপাদান অসংখ্য, তাই ইউনিয়ন অসীম।",10
সেটের ধারণা,17,A ⊆ B এর অর্থ কী?,A এর সব উপাদান B এ আছে,B এর সব উপাদান A এ আছে,A ও B এর কোনো সাধারণ উপাদান নেই,A ও B সমান,A,A ⊆ B মানে A এর সব উপাদান B এর মধ্যে থাকে।,4
সসীম সেট ও অসীম সেট,170,"N = {1, 2, 3, ...}, A = {1, 3, 5, ...} হলে N ∩ A কোন ধরনের সেট?",অসীম সেট,সসীম সেট,শূন্য সেট,একক সেট,A,"N ∩ A = {1, 3, 5, ...}, অসংখ্য উপাদান, তাই অসীম।",10
সসীম সেট ও অসীম সেট,171,অসীম সেট A এর পাওয়ার সেটের কার্ডিনাল সংখ্যা কী?,অসীম,সসীম,0,1,A,অসীম সেটের পাওয়ার সেটের কার্ডিনাল সংখ্যা অসীম।,10
বাস্তব সমস্যা সমাধানে সেট,172,একটি স্কুলে A = {ছাত্র যারা ফুটবল খেলে} এবং B = {ছাত্র যারা ক্রিকেট খেলে}। A ∪ B কী বোঝায়?,শুধু ফুটবল খেলে,শুধু ক্রিকেট খেলে,ফুটবল বা ক্রিকেট খেলে,উভয়ই খেলে,C,A ∪ B মানে যারা ফুটবল বা ক্রিকেট বা উভয়ই খেলে।,1
বাস্তব সমস্যা সমাধানে সেট,173,"একটি দোকানে A = {আপেল}, B = {কলা}। A ∩ B কী বোঝায়?",আপেল ও কলা উভয়ই,আপেল বা কলা,কোনো ফল নয়,শুধু আপেল,C,"A ∩ B = ∅, কারণ আপেল ও কলা সাধারণ নয়।",1
বাস্তব সমস্যা সমাধানে সেট,174,একটি ক্লাসে A = {ছাত্র যারা বাংলা পড়ে} = 20 জন। কতজন বাংলা পড়ে?,10,20,30,0,B,"A এর কার্ডিনাল সংখ্যা 20, তাই 20 জন।",1
বাস্তব সমস্যা সমাধানে সেট,175,একটি পার্টিতে A = {যারা কেক খায়}। A' কী বোঝায়?,যারা কেক খায়,যারা কেক খায় না,যারা পানি পান করে,যারা সব খায়,B,"A' মানে ইউনিভার্সাল সেটে যারা A এ নেই, তাই কেক খায় না।",1
বাস্তব সমস্যা সমাধানে সেট,176,"একটি বইয়ের দোকানে A = {গল্পের বই}, B = {কবিতার বই}। A − B কী বোঝায়?",শুধু গল্পের বই,শুধু কবিতার বই,গল্প ও কবিতা উভয়ই,কোনো বই নয়,A,A − B মানে যে বই শুধু গল্পের এবং কবিতার নয়।,2
বাস্তব সমস্যা সমাধানে সেট,177,একটি ক্লাবে A = {সদস্য যারা সাঁতার জানে} = 15 জন। A এর উপাদান সংখ্যা কত?,10,15,20,0,B,A এর কার্ডিনাল সংখ্যা 15।,2
বাস্তব সমস্যা সমাধানে সেট,178,একটি বাজারে A = {যারা মাছ কিনেছে}। A ⊆ U কী বোঝায়?,সবাই মাছ কিনেছে,কেউ মাছ কিনেনি,কিছু লোক মাছ কিনেছে,মাছ বিক্রি হয়নি,C,"A ⊆ U মানে A এর সব উপাদান U এ, অর্থাৎ কিছু লোক মাছ কিনেছে।",2
বাস্তব সমস্যা সমাধানে সেট,179,"একটি স্কুলে A = {ছাত্র যারা গণিত পড়ে} = 30 জন, B = {ছাত্র যারা বিজ্ঞান পড়ে} = 25 জন। A ∪ B = 50 হলে কতজন উভয়ই পড়ে?",5,10,15,0,A,"A ∪ B = A + B − A ∩ B, তাই 50 = 30 + 25 − A ∩ B, A ∩ B = 5।",2
সেটের ধারণা,18,"A = {1, 2, 3}, B = {1, 2, 3, 4} হলে A ⊆ B কি সত্য?",হ্যাঁ,না,শুধু A ∩ B,শুধু A ∪ B,A,"A এর সব উপাদান B এ আছে, তাই A ⊆ B সত্য।",5
বাস্তব সমস্যা সমাধানে সেট,180,"একটি দলের A = {যারা গান গায়} = 10 জন, B = {যারা নাচে} = 8 জন, A ∩ B = 3। কতজন শুধু গান গায়?",5,7,10,3,B,শুধু গান গায় = A − A ∩ B = 10 − 3 = 7।,3
বাস্তব সমস্যা সমাধানে সেট,181,"একটি দোকানে A = {চাল কিনেছে} = 20 জন, B = {ডাল কিনেছে} = 15 জন, A ∩ B = 5। কতজন শুধু চাল কিনেছে?",10,15,20,5,B,শুধু চাল কিনেছে = A − A ∩ B = 20 − 5 = 15।,3
বাস্তব সমস্যা সমাধানে সেট,182,"একটি ক্লাসে A = {ইংরেজি পড়ে} = 25 জন, B = {বাংলা পড়ে} = 30 জন, A ∪ B = 40। কতজন উভয়ই পড়ে?",15,10,5,0,A,"A ∪ B = A + B − A ∩ B, তাই 40 = 25 + 30 − A ∩ B, A ∩ B = 15।",3
বাস্তব সমস্যা সমাধানে সেট,183,"একটি পার্টিতে U = {সব অতিথি} = 50 জন, A = {যারা পানীয় নিয়েছে} = 30 জন। কতজন পানীয় নেয়নি?",10,20,30,50,B,A' = U − A = 50 − 30 = 20।,3
বাস্তব সমস্যা সমাধানে সেট,184,"একটি দোকানে A = {শাড়ি কিনেছে} = 40 জন, B = {সালোয়ার কিনেছে} = 30 জন, A ∩ B = 10। কতজন কিছুই কিনেনি?",10,20,0,60,C,"A ∪ B = 40 + 30 − 10 = 60, তাই কিছুই কিনেনি = 0 (U অজানা)।",4
বাস্তব সমস্যা সমাধানে সেট,185,"একটি স্কুলে A = {ছাত্র যারা ফুটবল খেলে} = 20 জন, B = {ছাত্র যারা বাস্কেটবল খেলে} = 15 জন, A ∩ B = 5। কতজন শুধু ফুটবল খেলে?",10,15,20,5,B,শুধু ফুটবল খেলে = A − A ∩ B = 20 − 5 = 15।,4
বাস্তব সমস্যা সমাধানে সেট,186,"একটি বাজারে U = {ক্রেতা} = 100 জন, A = {যারা সবজি কিনেছে} = 60 জন। কতজন সবজি কিনেনি?",20,30,40,50,C,A' = U − A = 100 − 60 = 40।,4
বাস্তব সমস্যা সমাধানে সেট,187,"একটি ক্লাসে A = {গণিত পড়ে} = 30 জন, B = {বিজ্ঞান পড়ে} = 20 জন, A ∪ B = 45। কতজন শুধু গণিত পড়ে?",15,25,30,5,B,"A ∩ B = 30 + 20 − 45 = 5, শুধু গণিত = A − A ∩ B = 30 − 5 = 25।",4
