Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
বিন্দুর লম্ব অভিক্ষেপ,11,কোনো বিন্দুর লম্ব প্রক্ষেপণ কী?,লম্বের পাদদেশ,বিন্দুর ছায়া,লম্বের দৈর্ঘ্য,রেখার মধ্যবিন্দু,A,লম্ব প্রক্ষেপণ হল বিন্দু থেকে রেখায় লম্বের পাদদেশ।,1
বিন্দুর লম্ব অভিক্ষেপ,12,রেখাংশ AB এর লম্ব প্রক্ষেপণ XY তে কী?,A'B',AB,XY,AA',A,A ও B থেকে XY তে লম্বের পাদদেশ A' ও B' এর রেখাংশ।,1
বিন্দুর লম্ব অভিক্ষেপ,13,AB সমান্তরাল XY হলে AB এর লম্ব প্রক্ষেপণের দৈর্ঘ্য কত?,AB,0,2AB,AB/2,A,AB সমান্তরাল XY; তাই লম্ব প্রক্ষেপণ A'B' = AB।,3
বিন্দুর লম্ব অভিক্ষেপ,14,লম্ব প্রক্ষেপণের লম্ব কী?,বিন্দু,রেখাংশ,বৃত্ত,কোণ,A,লম্ব প্রক্ষেপণের লম্ব একটি বিন্দু; দৈর্ঘ্য শূন্য।,3
বিন্দুর লম্ব অভিক্ষেপ,15,ত্রিভুজে AC এর লম্ব প্রক্ষেপণ BC তে CD হলে ∠ADC = ?,90°,60°,45°,30°,A,লম্ব প্রক্ষেপণে CD হল AC থেকে BC তে লম্ব; তাই ∠ADC = 90°।,5
বিন্দুর লম্ব অভিক্ষেপ,16,ত্রিভুজে AD⊥BC; BE⊥AC হলে BC×CD = ?,AC×CE,AB×CD,AC×BE,BC×CE,A,উপপাদ্য: AD⊥BC; BE⊥AC হলে BC×CD = AC×CE।,5
বিন্দুর লম্ব অভিক্ষেপ,17,ত্রিভুজে AB=AC; P বিন্দু BC তে। AB² - AP² = ?,BP×PC,BP²,PC²,BP+PC,A,উপপাদ্য: AB=AC; AD⊥BC হলে AB² - AP² = BP×PC।,7
বিন্দুর লম্ব অভিক্ষেপ,18,স্থূলকোণী ত্রিভুজে AC এর লম্ব প্রক্ষেপণ CD হলে CD কোথায়?,BC এর বর্ধিতাংশে,BC তে,AB তে,AC তে,A,উপপাদ্য 3: স্থূলকোণে প্রক্ষেপণ বর্ধিত বাহুতে।,7
বিন্দুর লম্ব অভিক্ষেপ,19,ত্রিভুজে AD⊥BC; ∠C সূক্ষ্মকোণ। CD কোথায়?,BC তে,BC এর বর্ধিতাংশে,AB তে,AC তে,A,উপপাদ্য 4: সূক্ষ্মকোণে প্রক্ষেপণ বাহুতে।,9
বিন্দুর লম্ব অভিক্ষেপ,20,ত্রিভুজে AD⊥BC; BE⊥AC; CF⊥AB; O তাদের ছেদবিন্দু। AO×OD = ?,BO×OE,CO×OF,BO×CF,সবগুলো,A,উপপাদ্য: AO×OD = BO×OE = CO×OF।,9
ত্রিভুজের সাদৃশ্য,21,দুটি ত্রিভুজ সমকোণী হলে তারা কী?,সদৃশ,সমান,সমকোণী,চক্রীয়,A,সমকোণী ত্রিভুজে কোণ সমান; তাই সদৃশ।,1
ত্রিভুজের সাদৃশ্য,22,ত্রিভুজে ∠A=∠D; AB/DE=AC/DF হলে ত্রিভুজ কী?,সদৃশ,সমান,সমকোণী,চক্রীয়,A,উপপাদ্য 8: এক কোণ সমান; সংশ্লিষ্ট বাহু সমানুপাতী হলে সদৃশ।,1
ত্রিভুজের সাদৃশ্য,23,দুটি ত্রিভুজের বাহু সমানুপাতী হলে কোণ কী?,সমান,সমানুপাতী,লম্ব,সম্পূরক,A,উপপাদ্য 7: বাহু সমানুপাতী হলে সংশ্লিষ্ট কোণ সমান।,3
ত্রিভুজের সাদৃশ্য,24,সদৃশ ত্রিভুজের ক্ষেত্রফলের অনুপাত কীসের সমান?,বাহুর অনুপাত,বাহুর বর্গের অনুপাত,কোণের অনুপাত,মধ্যমার অনুপাত,B,উপপাদ্য 9: সদৃশ ত্রিভুজের ক্ষেত্রফলের অনুপাত = বাহু² এর অনুপাত।,3
ত্রিভুজের সাদৃশ্য,25,ত্রিভুজ ABC ও DEF সদৃশ; ∠A=∠D হলে AB/DE = ?,AC/DF,BC/EF,AC/EF,সবগুলো,D,সদৃশ ত্রিভুজে AB/DE = AC/DF = BC/EF।,5
ত্রিভুজের সাদৃশ্য,26,ত্রিভুজ ABC ও DEF সদৃশ। △ABC/△DEF = ?,AB²/DE²,BC²/EF²,AC²/DF²,সবগুলো,D,উপপাদ্য 9: △ABC/△DEF = AB²/DE² = BC²/EF² = AC²/DF²।,5
ত্রিভুজের সাদৃশ্য,27,ত্রিভুজে ∠C=90°; CD⊥AB। △ADC ও △CDB সদৃশ কেন?,∠ADC=∠CDB,∠DAC=∠DCB,∠ACD=∠CBD,সবগুলো,D,∠ADC=∠CDB=90°; ∠DAC=∠DCB; ∠ACD=∠CBD; তাই সদৃশ।,7
ত্রিভুজের সাদৃশ্য,28,ত্রিভুজে BE⊥AC; CF⊥AB। △ABC:△AEF = ?,AB²:AE²,AC²:AF²,BC²:EF²,AB²:AF²,A,সদৃশ ত্রিভুজে △ABC:△AEF = AB²:AE²।,7
ত্রিভুজের সাদৃশ্য,29,অর্ধবৃত্তে AC ও BD কর্ড P তে ছেদ করে। AB² = ?,AC×AP + BD×BP,AC×BP + BD×AP,AC×AD + BD×BC,AC×BC + BD×AP,A,উপপাদ্য: AB² = AC×AP + BD×BP।,9
ত্রিভুজের সাদৃশ্য,30,ত্রিভুজে ∠A এর সমদ্বিখণ্ডক BC তে D তে; পরিবৃত্তে E তে ছেদ করে। AD² = ?,AB×AC - BD×DC,AB×AC + BD×DC,AB×BC - BD×DC,AB×AC - BC×DC,A,উপপাদ্য: AD² = AB×AC - BD×DC।,9
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,31,ত্রিভুজের ভরকেন্দ্র কীসের ছেদবিন্দু?,মধ্যমা,লম্ব দ্বিখণ্ডক,লম্ব,কর্ণ,A,ভরকেন্দ্র হল তিন মধ্যমার ছেদবিন্দু।,1
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,32,ত্রিভুজের পরিকেন্দ্র কীসের ছেদবিন্দু?,লম্ব দ্বিখণ্ডক,মধ্যমা,লম্ব,কর্ণ,A,পরিকেন্দ্র হল দুই লম্ব দ্বিখণ্ডকের ছেদবিন্দু।,1
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,33,ত্রিভুজের লম্বকেন্দ্র কীসের ছেদবিন্দু?,লম্ব,মধ্যমা,লম্ব দ্বিখণ্ডক,কর্ণ,A,লম্বকেন্দ্র হল তিন বাহুতে লম্বের ছেদবিন্দু।,3
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,34,নববিন্দু বৃত্তের ব্যাসার্ধ কীসের অর্ধেক?,পরিবৃত্তের ব্যাসার্ধ,অন্তর্বৃত্তের ব্যাসার্ধ,বহির্বৃত্তের ব্যাসার্ধ,মধ্যমার দৈর্ঘ্য,A,নববিন্দু বৃত্তের ব্যাসার্ধ = পরিবৃত্তের ব্যাসার্ধ/2।,3
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,35,ত্রিভুজে পরিকেন্দ্র; ভরকেন্দ্র; লম্বকেন্দ্র কী?,সমরেখ,সমান্তরাল,লম্ব,সমকোণী,A,উপপাদ্য 10: পরিকেন্দ্র; ভরকেন্দ্র; লম্বকেন্দ্র সমরেখ।,5
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,36,ব্রহ্মগুপ্তের উপপাদ্যে কর্ণ লম্ব হলে ME⊥BC তে AF = ?,FD,AB,CD,BC,A,উপপাদ্য 11: ME⊥BC হলে AF = FD।,5
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,37,টলেমির উপপাদ্য অনুসারে AC×BD = ?,AB×CD + BC×AD,AB×BC + CD×AD,AB×AD + BC×CD,AB×CD - BC×AD,A,টলেমি: AC×BD = AB×CD + BC×AD।,7
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,38,সমবাহু ত্রিভুজের পরিবৃত্তের ব্যাসার্ধ 3 সেমি হলে বাহু কত?,3√3 সেমি,6 সেমি,3 সেমি,4 সেমি,A,বাহু = 2R×sin60° = 2×3×√3/2 = 3√3 সেমি।,7
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,39,সমকোণী ত্রিভুজে CD⊥AB। CD² = ?,AD×BD,AB×BC,AC×BC,AD×BC,A,উপপাদ্য: CD⊥AB হলে CD² = AD×BD।,9
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,40,সমবাহু ত্রিভুজের মধ্যমা 3 সেমি হলে বাহু কত?,2√3 সেমি,4 সেমি,6 সেমি,3√3 সেমি,A,মধ্যমা = (√3/2)×বাহু; 3 = (√3/2)×বাহু; বাহু = 2√3 সেমি।,9
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,41,সমকোণী ত্রিভুজে বাহু 5 সেমি; 12 সেমি হলে কর্ণ কত?,13 সেমি,14 সেমি,15 সেমি,16 সেমি,A,√(5² + 12²) = √(25 + 144) = √169 = 13 সেমি।,2
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,42,ত্রিভুজে বাহু 7; 24; 25 সেমি। কোন কোণ সমকোণ?,∠A,∠B,∠C,কোনোটিই নয়,C,25² = 7² + 24² (625 = 49 + 576); ∠C সমকোণ।,4
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,43,ত্রিভুজে ∠C=90°; D মধ্যবিন্দু। AD² + 3BD² = ?,AB²,AC²,BC²,2AB²,A,উপপাদ্য: ∠C=90°; D মধ্যবিন্দু হলে AB² = AD² + 3BD²।,6
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,44,ত্রিভুজে মধ্যমা AD; AB² + AC² = 2(AD² + BD²)। BD = ?,BC/2,BC,2BC,BC/4,A,AD মধ্যমা; তাই BD = BC/2।,6
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,45,ত্রিভুজে 3(a² + b² + c²) = ?,4(d² + e² + f²),2(d² + e² + f²),d² + e² + f²,6(d² + e² + f²),A,অ্যাপোলোনিয়াস: 3(বাহু²) = 4(মধ্যমা²)।,8
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,46,সমকোণী ত্রিভুজে 2(d² + e² + f²) = ?,3c²,2c²,c²,4c²,A,অ্যাপোলোনিয়াস: সমকোণী ত্রিভুজে 2(মধ্যমা²) = 3(কর্ণ²)।,8
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,47,ত্রিভুজে মধ্যমা d = √[(2(b² + c²) - a²)/4]। a = ?,BC,AB,AC,BD,A,অ্যাপোলোনিয়াসে a = BC; মধ্যমা d এর সূত্রে।,10
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,48,ত্রিভুজে ∠A=90°; মধ্যমা AD; BD=CD। AC² = ?,AD² + 3BD²,2AD² + BD²,AD² + BD²,3AD² + BD²,C,∠A=90°; AC² = AD² + CD² = AD² + BD²।,10
বিন্দুর লম্ব অভিক্ষেপ,49,বিন্দু P থেকে XY তে লম্ব PP'। P' কী?,লম্ব প্রক্ষেপণ,মধ্যবিন্দু,ছেদবিন্দু,প্রতিফলন,A,P' হল P এর XY তে লম্ব প্রক্ষেপণ।,2
বিন্দুর লম্ব অভিক্ষেপ,50,AB⊥XY হলে A'B' এর দৈর্ঘ্য কত?,0,AB,2AB,AB/2,A,AB⊥XY; তাই লম্ব প্রক্ষেপণ একটি বিন্দু; দৈর্ঘ্য 0।,4
বিন্দুর লম্ব অভিক্ষেপ,51,ত্রিভুজে AD⊥BC; ∠C=90°। CD = ?,0,BC,AB,AC,A,∠C=90°; AC এর প্রক্ষেপণ CD = 0।,6
বিন্দুর লম্ব অভিক্ষেপ,52,ত্রিভুজে AD⊥BC; BE⊥AC। CE হল BE এর কী?,লম্ব প্রক্ষেপণ,মধ্যমা,লম্ব দ্বিখণ্ডক,কর্ণ,A,CE হল BE এর AC তে লম্ব প্রক্ষেপণ।,6
বিন্দুর লম্ব অভিক্ষেপ,53,ত্রিভুজে ∠C স্থূলকোণ; CD হল AC এর প্রক্ষেপণ। AB² = ?,AC² + BC² + 2BC×CD,AC² + BC² - 2BC×CD,AC² - BC² + 2BC×CD,AC² - BC² - 2BC×CD,A,উপপাদ্য 3: AB² = AC² + BC² + 2BC×CD।,8
বিন্দুর লম্ব অভিক্ষেপ,54,ত্রিভুজে ∠C সূক্ষ্মকোণ; CD হল AC এর প্রক্ষেপণ। AB² = ?,AC² + BC² + 2BC×CD,AC² + BC² - 2BC×CD,AC² - BC² + 2BC×CD,AC² - BC² - 2BC×CD,B,উপপাদ্য 4: AB² = AC² + BC² - 2BC×CD।,8
বিন্দুর লম্ব অভিক্ষেপ,55,ত্রিভুজে P পরিবৃত্তে; PD⊥BC; PE⊥CA; ED ও AB ছেদ করে O তে। PO কী?,⊥AB,||AB,⊥BC,||BC,A,উপপাদ্য: PO⊥AB যখন P পরিবৃত্তে।,10
বিন্দুর লম্ব অভিক্ষেপ,56,সমবাহু ত্রিভুজে AD⊥BC। AB² = ?,2R×AD,3R×AD,R×AD,4R×AD,A,উপপাদ্য: সমবাহু ত্রিভুজে AB² = 2R×AD।,10
ত্রিভুজের সাদৃশ্য,57,দুটি ত্রিভুজ সমকোণী হলে কোণ কী?,সমান,সমানুপাতী,লম্ব,সম্পূরক,A,উপপাদ্য 6: সমকোণী ত্রিভুজে কোণ সমান।,2
ত্রিভুজের সাদৃশ্য,58,ত্রিভুজে AB/DE = AC/DF = BC/EF। ∠A = ?,∠D,∠E,∠F,∠B,A,উপপাদ্য 7: বাহু সমানুপাতী; তাই ∠A = ∠D।,4
ত্রিভুজের সাদৃশ্য,59,ত্রিভুজে ∠A=∠D; AB/DE = AC/DF। △ABC ও △DEF কী?,সদৃশ,সমান,সমকোণী,চক্রীয়,A,উপপাদ্য 8: ∠A=∠D; বাহু সমানুপাতী; তাই সদৃশ।,6
ত্রিভুজের সাদৃশ্য,60,সদৃশ ত্রিভুজে BC/EF = 2/3। △ABC/△DEF = ?,4/9,2/3,9/4,3/2,A,ক্ষেত্রফলের অনুপাত = (BC/EF)² = (2/3)² = 4/9।,6
ত্রিভুজের সাদৃশ্য,61,সমকোণী ত্রিভুজে CD⊥AB। CD² = ?,AD×BD,AB×BC,AC×BC,AD×BC,A,△ADC ও △CDB সদৃশ; তাই CD² = AD×BD।,8
ত্রিভুজের সাদৃশ্য,62,ত্রিভুজে BE⊥AC; CF⊥AB। △AEF ও △ABC সদৃশ। AE/EF = ?,AB/BC,AB/AC,AC/AB,AC/BC,B,সদৃশ ত্রিভুজে AE/EF = AB/AC।,8
ত্রিভুজের সাদৃশ্য,63,অর্ধবৃত্তে AC ও BD ছেদ করে P তে। △ABP ও △ACD সদৃশ কেন?,∠BAP=∠CAD,∠ABD=∠ACD,∠APB=∠ADC,সবগুলো,D,∠BAP=∠CAD; ∠ABD=∠ACD; ∠APB=∠ADC; তাই সদৃশ।,10
ত্রিভুজের সাদৃশ্য,64,ত্রিভুজে ∠A এর সমদ্বিখণ্ডক D তে BC ছেদ করে। △ABD ও △ACD সদৃশ কেন?,∠BAD=∠CAD,∠ABD=∠ACD,∠ADB=∠ADC,সবগুলো,A,∠BAD=∠CAD (সমদ্বিখণ্ডক); তাই সদৃশ।,10
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,65,ভরকেন্দ্র মধ্যমাকে কী অনুপাতে বিভক্ত করে?,2:1,1:2,3:1,1:3,A,ভরকেন্দ্র মধ্যমাকে 2:1 অনুপাতে বিভক্ত করে।,2
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,66,নববিন্দু বৃত্তের কেন্দ্র কীসের মধ্যবিন্দু?,লম্বকেন্দ্র-পরিকেন্দ্র,ভরকেন্দ্র-পরিকেন্দ্র,লম্বকেন্দ্র-ভরকেন্দ্র,মধ্যমা-কর্ণ,A,নববিন্দু বৃত্তের কেন্দ্র লম্বকেন্দ্র ও পরিকেন্দ্রের মধ্যবিন্দু।,4
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,67,বৃত্তীয় চতুর্ভুজে কর্ণ লম্ব হলে ME⊥BC। AF = ?,FD,AB,CD,BC,A,ব্রহ্মগুপ্ত: ME⊥BC হলে AF = FD।,6
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,68,টলেমির উপপাদ্যে AC×BD = ?,AB×CD + BC×AD,AB×BC + CD×AD,AB×AD + BC×CD,AB×CD - BC×AD,A,টলেমি: AC×BD = AB×CD + BC×AD।,6
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,69,ত্রিভুজে মধ্যমা PM; QN; RS ছেদ করে O তে। PQ² + PR² = ?,2(PM² + QM²),2(PM² + QN²),PM² + QM²,3(PM² + QM²),A,অ্যাপোলোনিয়াস: PQ² + PR² = 2(PM² + QM²)।,8
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,70,ত্রিভুজে O লম্বকেন্দ্র; S পরিকেন্দ্র। OA = ?,2SP,SP,3SP,SP/2,A,OA (লম্বকেন্দ্র থেকে A) = 2×SP (পরিকেন্দ্র থেকে BC তে লম্ভ)।,8
ত্রিভুজের কেন্দ্র এবং বৃত্ত উপপাদ্য,71,ত্রিভুজে ∠C সূক্ষ্মকোণ; a×CD = ?,b×CE,c×AB,a×BC,b×AC,A,উপপাদ্য: ∠C সূক্ষ্ম হলে a×CD = b×CE।,10
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,72,সমকোণী ত্রিভুজে কর্ণ² = ?,বাহু₁² + বাহু₂²,বাহু₁² × বাহু₂²,বাহু₁ + বাহু₂,বাহু₁ × বাহু₂,A,পিথাগোরাসের উপপাদ্য: কর্ণ² = বাহু₁² + বাহু₂²।,1
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,73,সমকোণী ত্রিভুজে বাহু 8 সেমি; 15 সেমি। কর্ণ কত?,17 সেমি,18 সেমি,19 সেমি,20 সেমি,A,√(8² + 15²) = √(64 + 225) = √289 = 17 সেমি।,1
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,74,ত্রিভুজে বাহু 5; 12; 13 সেমি হলে কোণ কী?,সমকোণ,সূক্ষ্মকোণ,স্থূলকোণ,সরলকোণ,A,13² = 5² + 12² (169 = 25 + 144); পিথাগোরাসের বিপরীত।,3
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,75,স্থূলকোণী ত্রিভুজে AB² = ?,AC² + BC² + 2×BC×CD,AC² + BC² - 2×BC×CD,AC² - BC² + 2×BC×CD,AC² - BC² - 2×BC×CD,A,উপপাদ্য 3: AB² = AC² + BC² + 2×BC×CD।,3
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,76,ত্রিভুজে ∠C সূক্ষ্মকোণ। AC² = ?,AB² + BC² + 2×AB×BD,AB² + BC² - 2×AB×BD,AB² - BC² + 2×AB×BD,AB² - BC² - 2×AB×BD,B,উপপাদ্য 4: AC² = AB² + BC² - 2×AB×BD।,5
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,77,ত্রিভুজে ∠A=60°। BC² = ?,AB² + AC² - AB×AC,AB² + AC² + AB×AC,AB² - AC² + AB×AC,AB² - AC² - AB×AC,A,∠A=60°; উপপাদ্য 4: BC² = AB² + AC² - AB×AC।,5
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,78,ত্রিভুজে ∠A=120°। BC² = ?,AB² + AC² - AB×AC,AB² + AC² + AB×AC,AB² - AC² + AB×AC,AB² - AC² - AB×AC,B,∠A=120°; উপপাদ্য 3: BC² = AB² + AC² + AB×AC।,7
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,79,অ্যাপোলোনিয়াস অনুসারে BC² + AC² = ?,2(BD² + CD²),2(AD² + BD²),2(AD² + CD²),2(AB² + AC²),B,অ্যাপোলোনিয়াস: BC² + AC² = 2(AD² + BD²)।,7
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,80,সমকোণী ত্রিভুজে ∠B=90°; D মধ্যবিন্দু AC। AB² = ?,BD² + 3CD²,BD² + 3AD²,2BD² + AD²,3BD² + CD²,A,উপপাদ্য: ∠B=90°; AB² = BD² + 3CD²।,9
পিথাগোরাসের উপপাদ্য ও সম্প্রসারণ,81,ত্রিভুজে AB=AC; P বিন্দু BC তে। AB² - AP² = ?,BP×PC,BP²,PC²,BP+PC,A,উপপাদ্য: AB=AC; AB² - AP² = BP×PC।,9
বিন্দুর লম্ব অভিক্ষেপ,82,লম্ব প্রক্ষেপণের ফল কী?,বিন্দু,রেখাংশ,বৃত্ত,কোণ,A,লম্ব প্রক্ষেপণে বিন্দু থেকে রেখায় লম্বের পাদদেশ একটি বিন্দু।,1
বিন্দুর লম্ব অভিক্ষেপ,83,রেখাংশ PQ এর XY তে লম্ব প্রক্ষেপণ কী?,P'Q',PQ,XY,PP',A,P ও Q থেকে XY তে লম্বের পাদদেশ P' ও Q' এর রেখাংশ।,1
বিন্দুর লম্ব অভিক্ষেপ,84,PQ||XY হলে PQ এর লম্ব প্রক্ষেপণ P'Q' = ?,PQ,0,2PQ,PQ/2,A,PQ||XY; তাই লম্ব প্রক্ষেপণ P'Q' = PQ।,3
বিন্দুর লম্ব অভিক্ষেপ,85,লম্ব প্রক্ষেপণের লম্বের দৈর্ঘ্য কত?,0,1,2,3,A,লম্ব প্রক্ষেপণের লম্ব একটি বিন্দু; দৈর্ঘ্য 0।,3
বিন্দুর লম্ব অভিক্ষেপ,86,ত্রিভুজে PQ এর লম্ব প্রক্ষেপণ QR তে RS হলে ∠PRS = ?,90°,60°,45°,30°,A,লম্ব প্রক্ষেপণে RS হল PQ থেকে QR তে লম্ব; ∠PRS = 90°।,5
বিন্দুর লম্ব অভিক্ষেপ,87,ত্রিভুজে AD⊥BC; BE⊥AC। BC×CD = ?,AC×CE,AB×CD,AC×BE,BC×CE,A,উপপাদ্য: AD⊥BC; BE⊥AC হলে BC×CD = AC×CE।,5
বিন্দুর লম্ব অভিক্ষেপ,88,ত্রিভুজে PQ=PR; S বিন্দু QR তে। PQ² - PS² = ?,QS×SR,QS²,SR²,QS+SR,A,উপপাদ্য: PQ=PR; PQ² - PS² = QS×SR।,7
বিন্দুর লম্ব অভিক্ষেপ,89,স্থূলকোণী ত্রিভুজে PQ এর লম্ব প্রক্ষেপণ RS কোথায়?,QR এর বর্ধিতাংশে,QR তে,PQ তে,PR তে,A,উপপাদ্য 3: স্থূলকোণে প্রক্ষেপণ বর্ধিত বাহুতে।,7
বিন্দুর লম্ব অভিক্ষেপ,90,ত্রিভুজে AD⊥BC; ∠B সূক্ষ্মকোণ। CD কোথায়?,BC তে,BC এর বর্ধিতাংশে,AB তে,AC তে,A,উপপাদ্য 4: সূক্ষ্মকোণে প্রক্ষেপণ বাহুতে।,9
বিন্দুর লম্ব অভিক্ষেপ,91,ত্রিভুজে AD⊥BC; BE⊥AC; CF⊥AB; O ছেদবিন্দু। BO×OE = ?,AO×OD,CO×OF,AO×CF,সবগুলো,A,উপপাদ্য: BO×OE = AO×OD = CO×OF।,9
ত্রিভুজের সাদৃশ্য,92,দুটি ত্রিভুজ সমকোণী হলে তারা কী?,সদৃশ,সমান,সমকোণী,চক্রীয়,A,সমকোণী ত্রিভুজে কোণ সমান; তাই সদৃশ।,1
ত্রিভুজের সাদৃশ্য,93,ত্রিভুজে ∠P=∠S; PQ/ST=PR/SU। ত্রিভুজ কী?,সদৃশ,সমান,সমকোণী,চক্রীয়,A,উপপাদ্য 8: এক কোণ সমান; বাহু সমানুপাতী; তাই সদৃশ।,1
